"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES"
"CA004010358","1975-03-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    3",",,C","  -22",",,C","  -50",",,C",,,,
"CA004010358","1975-03-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0","T,,C","  -50",",,C","  -94",",,C",,,,
"CA004010358","1975-03-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -33",",,C","  -72",",,C",,,,
"CA004010358","1975-03-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -67",",,C"," -139",",,C",,,,
"CA004010358","1975-03-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -56",",,C"," -156",",,C",,,,
"CA004010358","1975-03-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    5",",,C","  -61",",,C"," -167",",,C",,,,
"CA004010358","1975-03-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","   36",",,C","   36",",,C","  -94",",,C"," -128",",,C",,,,
"CA004010358","1975-03-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","   10",",,C","   10",",,C","  -94",",,C"," -167",",,C",,,,
"CA004010358","1975-03-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -56",",,C"," -150",",,C",,,,
"CA004010358","1975-03-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0","T,,C","  -50",",,C"," -133",",,C",,,,
"CA004010358","1975-03-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    5",",,C"," -106",",,C"," -206",",,C",,,,
"CA004010358","1975-03-31","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -94",",,C"," -172",",,C",,,,
"CA004010358","1975-04-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C"," -100",",,C"," -233",",,C",,,,
"CA004010358","1975-04-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  -67",",,C"," -250",",,C",,,,
"CA004010358","1975-04-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    3",",,C","  -67",",,C"," -172",",,C",,,,
"CA004010358","1975-04-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","   23",",,C","   23",",,C","  -56",",,C"," -122",",,C",,,,
"CA004010358","1975-04-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","   20",",,C","   20",",,C","  -33",",,C","  -78",",,C",,,,
"CA004010358","1975-04-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","   30",",,C","   30",",,C","    0",",,C"," -100",",,C",,,,
"CA004010358","1975-04-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","   58",",,C","   56",",,C","    6",",,C","  -39",",,C",,,,
"CA004010358","1975-04-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    3",",,C","    0",",,C","  -28",",,C",,,,
"CA004010358","1975-04-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","   17",",,C","  -28",",,C",,,,
"CA004010358","1975-04-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   39",",,C","  -56",",,C",,,,
"CA004010358","1975-04-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   33",",,C","  -50",",,C",,,,
"CA004010358","1975-04-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   67",",,C","  -56",",,C",,,,
"CA004010358","1975-04-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   28",",,C","  -39",",,C",,,,
"CA004010358","1975-04-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   33",",,C","  -50",",,C",,,,
"CA004010358","1975-04-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   44",",,C","    0",",,C",,,,
"CA004010358","1975-04-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    5",",,C","   28",",,C","   -6",",,C",,,,
"CA004010358","1975-04-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    0",",,C","   50",",,C","    0",",,C",,,,
"CA004010358","1975-04-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    8",",,C","    0",",,C","   56",",,C","  -11",",,C",,,,
"CA004010358","1975-04-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  100",",,C","  -33",",,C",,,,
"CA004010358","1975-04-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   39",",,C","  -11",",,C",,,,
"CA004010358","1975-04-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  122",",,C","  -28",",,C",,,,
"CA004010358","1975-04-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  106",",,C","  -11",",,C",,,,
"CA004010358","1975-04-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","   30",",,C","    0",",,C","   83",",,C","  -17",",,C",,,,
"CA004010358","1975-04-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  156",",,C","   22",",,C",,,,
"CA004010358","1975-04-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","   51",",,C","    0",",,C","  100",",,C","   39",",,C",,,,
"CA004010358","1975-04-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","   81",",,C","    0",",,C","   67",",,C","   39",",,C",,,,
"CA004010358","1975-04-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","   64",",,C","    0",",,C","   50",",,C","   28",",,C",,,,
"CA004010358","1975-04-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","  112",",,C","   61",",,C","   44",",,C","    6",",,C",,,,
"CA004010358","1975-04-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","   20",",,C","   20",",,C","  100",",,C","    0",",,C",,,,
"CA004010358","1975-04-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0","T,,C","   56",",,C","  -17",",,C",,,,
"CA004010358","1975-05-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   72",",,C","  -17",",,C",,,,
"CA004010358","1975-05-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   89",",,C","   -6",",,C",,,,
"CA004010358","1975-05-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  128",",,C","  -11",",,C",,,,
"CA004010358","1975-05-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  117",",,C","    6",",,C",,,,
"CA004010358","1975-05-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  117",",,C","   33",",,C",,,,
"CA004010358","1975-05-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  178",",,C","   39",",,C",,,,
"CA004010358","1975-05-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","    8",",,C","    0",",,C","  183",",,C","   72",",,C",,,,
"CA004010358","1975-05-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  183",",,C","   56",",,C",,,,
"CA004010358","1975-05-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  189",",,C","   39",",,C",,,,
"CA004010358","1975-05-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  211",",,C","   50",",,C",,,,
"CA004010358","1975-05-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  206",",,C","   72",",,C",,,,
"CA004010358","1975-05-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","   10",",,C","    0",",,C","  233",",,C","   67",",,C",,,,
"CA004010358","1975-05-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","   41",",,C","    0",",,C","  172",",,C","   72",",,C",,,,
"CA004010358","1975-05-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  189",",,C","   22",",,C",,,,
"CA004010358","1975-05-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","   33",",,C","    0",",,C","  267",",,C","   50",",,C",,,,
"CA004010358","1975-05-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  200",",,C","  117",",,C",,,,
"CA004010358","1975-05-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  211",",,C","   39",",,C",,,,
"CA004010358","1975-05-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  217",",,C","   44",",,C",,,,
"CA004010358","1975-05-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    0",",,C","  144",",,C","   72",",,C",,,,
"CA004010358","1975-05-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","   78",",,C","   33",",,C",,,,
"CA004010358","1975-05-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  122",",,C","  -17",",,C",,,,
"CA004010358","1975-05-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  150",",,C","    0",",,C",,,,
"CA004010358","1975-05-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  178",",,C","   72",",,C",,,,
"CA004010358","1975-05-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  150",",,C","   56",",,C",,,,
"CA004010358","1975-05-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","   13",",,C","    0",",,C","  139",",,C","   28",",,C",,,,
"CA004010358","1975-05-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  167",",,C","   22",",,C",,,,
"CA004010358","1975-05-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  167",",,C","   33",",,C",,,,
"CA004010358","1975-05-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  156",",,C","   33",",,C",,,,
"CA004010358","1975-05-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  183",",,C","   11",",,C",,,,
"CA004010358","1975-05-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  183",",,C","   72",",,C",,,,
"CA004010358","1975-05-31","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  200",",,C","   61",",,C",,,,
"CA004010358","1975-06-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  200",",,C","   44",",,C",,,,
"CA004010358","1975-06-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","   50",",,C",,,,
"CA004010358","1975-06-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","   58",",,C","    0",",,C","  183",",,C","   72",",,C",,,,
"CA004010358","1975-06-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  167",",,C","   72",",,C",,,,
"CA004010358","1975-06-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","   43",",,C","    0",",,C","  172",",,C","   56",",,C",,,,
"CA004010358","1975-06-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","   15",",,C","    0",",,C","  228",",,C","   67",",,C",,,,
"CA004010358","1975-06-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","   13",",,C","    0",",,C","  183",",,C","  106",",,C",,,,
"CA004010358","1975-06-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  200",",,C","   61",",,C",,,,
"CA004010358","1975-06-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  206",",,C","   78",",,C",,,,
"CA004010358","1975-06-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","   78",",,C",,,,
"CA004010358","1975-06-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  272",",,C","   94",",,C",,,,
"CA004010358","1975-06-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","   13",",,C","    0",",,C","  222",",,C","  106",",,C",,,,
"CA004010358","1975-06-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","   10",",,C","    0",",,C","  222",",,C","   67",",,C",,,,
"CA004010358","1975-06-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  189",",,C","  100",",,C",,,,
"CA004010358","1975-06-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","   13",",,C","    0",",,C","  200",",,C","   89",",,C",,,,
"CA004010358","1975-06-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","   76",",,C","    0",",,C","  206",",,C","   89",",,C",,,,
"CA004010358","1975-06-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  206",",,C","   94",",,C",,,,
"CA004010358","1975-06-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  228",",,C","   89",",,C",,,,
"CA004010358","1975-06-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","  152",",,C","    0",",,C","  161",",,C","  106",",,C",,,,
"CA004010358","1975-06-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","   33",",,C","    0",",,C","  228",",,C","  100",",,C",,,,
"CA004010358","1975-06-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    0",",,C","  200",",,C","  111",",,C",,,,
"CA004010358","1975-06-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  250",",,C","   94",",,C",,,,
"CA004010358","1975-06-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  283",",,C","  106",",,C",,,,
"CA004010358","1975-06-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  311",",,C","  128",",,C",,,,
"CA004010358","1975-06-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","  107",",,C","    0",",,C","  322",",,C","  172",",,C",,,,
"CA004010358","1975-06-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","   25",",,C","    0",",,C","  167",",,C","  128",",,C",,,,
"CA004010358","1975-06-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  228",",,C","   78",",,C",,,,
"CA004010358","1975-06-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","   66",",,C","    0",",,C","  217",",,C","  106",",,C",,,,
"CA004010358","1975-06-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  222",",,C","  106",",,C",,,,
"CA004010358","1975-06-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  267",",,C","   78",",,C",,,,
"CA004010358","1975-07-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  244",",,C","  128",",,C",,,,
"CA004010358","1975-07-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  300",",,C","  150",",,C",,,,
"CA004010358","1975-07-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  300",",,C","  144",",,C",,,,
"CA004010358","1975-07-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  317",",,C","  178",",,C",,,,
"CA004010358","1975-07-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  322",",,C","  150",",,C",,,,
"CA004010358","1975-07-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  344",",,C","  172",",,C",,,,
"CA004010358","1975-07-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  233",",,C","  183",",,C",,,,
"CA004010358","1975-07-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  261",",,C","   89",",,C",,,,
"CA004010358","1975-07-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  272",",,C","  122",",,C",,,,
"CA004010358","1975-07-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  261",",,C","   72",",,C",,,,
"CA004010358","1975-07-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  289",",,C","  122",",,C",,,,
"CA004010358","1975-07-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  317",",,C","  117",",,C",,,,
"CA004010358","1975-07-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  333",",,C","   78",",,C",,,,
"CA004010358","1975-07-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  311",",,C","  144",",,C",,,,
"CA004010358","1975-07-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  350",",,C","  150",",,C",,,,
"CA004010358","1975-07-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  300",",,C","  178",",,C",,,,
"CA004010358","1975-07-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  289",",,C","  128",",,C",,,,
"CA004010358","1975-07-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  239",",,C","  128",",,C",,,,
"CA004010358","1975-07-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    0",",,C","  244",",,C","  133",",,C",,,,
"CA004010358","1975-07-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  306",",,C","  117",",,C",,,,
"CA004010358","1975-07-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  278",",,C","  100",",,C",,,,
"CA004010358","1975-07-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  250",",,C","  117",",,C",,,,
"CA004010358","1975-07-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","   94",",,C",,,,
"CA004010358","1975-07-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  306",",,C","  100",",,C",,,,
"CA004010358","1975-07-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  311",",,C","  161",",,C",,,,
"CA004010358","1975-07-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  294",",,C","  133",",,C",,,,
"CA004010358","1975-07-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  378",",,C","  133",",,C",,,,
"CA004010358","1975-07-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  350",",,C","  206",",,C",,,,
"CA004010358","1975-07-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","   99",",,C","    0",",,C","  367",",,C","  172",",,C",,,,
"CA004010358","1975-07-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    0",",,C","  189",",,C","  117",",,C",,,,
"CA004010358","1975-07-31","50.9333","-105.7","579.0","AYLESBURY, SK CA","   36",",,C","    0",",,C","  211",",,C","  128",",,C",,,,
"CA004010358","1975-08-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","   28",",,C","    0",",,C","  178",",,C","  128",",,C",,,,
"CA004010358","1975-08-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  261",",,C","   94",",,C",,,,
"CA004010358","1975-08-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    8",",,C","    0",",,C","  217",",,C","  111",",,C",,,,
"CA004010358","1975-08-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","   89",",,C",,,,
"CA004010358","1975-08-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  283",",,C","   56",",,C",,,,
"CA004010358","1975-08-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  294",",,C","  139",",,C",,,,
"CA004010358","1975-08-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","   41",",,C","    0",",,C","  233",",,C","  128",",,C",,,,
"CA004010358","1975-08-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  256",",,C","  117",",,C",,,,
"CA004010358","1975-08-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","  100",",,C",,,,
"CA004010358","1975-08-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  272",",,C","   94",",,C",,,,
"CA004010358","1975-08-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","   71",",,C","    0",",,C","  250",",,C","  106",",,C",,,,
"CA004010358","1975-08-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  233",",,C","   78",",,C",,,,
"CA004010358","1975-08-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","   89",",,C",,,,
"CA004010358","1975-08-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  206",",,C","   28",",,C",,,,
"CA004010358","1975-08-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","   91",",,C","    0",",,C","  217",",,C","   72",",,C",,,,
"CA004010358","1975-08-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  183",",,C","   44",",,C",,,,
"CA004010358","1975-08-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","   10",",,C","    0",",,C","  189",",,C","   33",",,C",,,,
"CA004010358","1975-08-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","   13",",,C","    0",",,C","  106",",,C","   94",",,C",,,,
"CA004010358","1975-08-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","   43",",,C","    0",",,C","  122",",,C","   89",",,C",,,,
"CA004010358","1975-08-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","   56",",,C","    0",",,C","  139",",,C","  106",",,C",,,,
"CA004010358","1975-08-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","  109",",,C","    0",",,C","  222",",,C","  117",",,C",,,,
"CA004010358","1975-08-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  272",",,C","  139",",,C",,,,
"CA004010358","1975-08-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  222",",,C","   89",",,C",,,,
"CA004010358","1975-08-24","50.9333","-105.7","579.0","AYLESBURY, SK CA","   18",",,C","    0",",,C","  167",",,C","   89",",,C",,,,
"CA004010358","1975-08-25","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  150",",,C","  106",",,C",,,,
"CA004010358","1975-08-26","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  194",",,C","   50",",,C",,,,
"CA004010358","1975-08-27","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  250",",,C","   83",",,C",,,,
"CA004010358","1975-08-28","50.9333","-105.7","579.0","AYLESBURY, SK CA","  183",",,C","    0",",,C","  267",",,C","  111",",,C",,,,
"CA004010358","1975-08-29","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  233",",,C","  122",",,C",,,,
"CA004010358","1975-08-30","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","   94",",,C",,,,
"CA004010358","1975-08-31","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  161",",,C","   78",",,C",,,,
"CA004010358","1975-09-01","50.9333","-105.7","579.0","AYLESBURY, SK CA","    3",",,C","    0",",,C","  167",",,C","   61",",,C",,,,
"CA004010358","1975-09-02","50.9333","-105.7","579.0","AYLESBURY, SK CA","   91",",,C","    0",",,C","  106",",,C","   83",",,C",,,,
"CA004010358","1975-09-03","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  183",",,C","   78",",,C",,,,
"CA004010358","1975-09-04","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  161",",,C","   61",",,C",,,,
"CA004010358","1975-09-05","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  200",",,C","   28",",,C",,,,
"CA004010358","1975-09-06","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  189",",,C","   83",",,C",,,,
"CA004010358","1975-09-07","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  161",",,C","   28",",,C",,,,
"CA004010358","1975-09-08","50.9333","-105.7","579.0","AYLESBURY, SK CA","   15",",,C","    0",",,C","  211",",,C","   72",",,C",,,,
"CA004010358","1975-09-09","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  206",",,C","   56",",,C",,,,
"CA004010358","1975-09-10","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  133",",,C","   72",",,C",,,,
"CA004010358","1975-09-11","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  133",",,C","   -6",",,C",,,,
"CA004010358","1975-09-12","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  189",",,C","  -17",",,C",,,,
"CA004010358","1975-09-13","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  239",",,C","   44",",,C",,,,
"CA004010358","1975-09-14","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  261",",,C","   67",",,C",,,,
"CA004010358","1975-09-15","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  289",",,C","   67",",,C",,,,
"CA004010358","1975-09-16","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0","T,,C","    0",",,C","  300",",,C","   94",",,C",,,,
"CA004010358","1975-09-17","50.9333","-105.7","579.0","AYLESBURY, SK CA","   41",",,C","    0",",,C","  106",",,C","   89",",,C",,,,
"CA004010358","1975-09-18","50.9333","-105.7","579.0","AYLESBURY, SK CA","    5",",,C","    0",",,C","  106",",,C","   44",",,C",,,,
"CA004010358","1975-09-19","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  100",",,C","   56",",,C",,,,
"CA004010358","1975-09-20","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  150",",,C","    0",",,C",,,,
"CA004010358","1975-09-21","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  178",",,C","   44",",,C",,,,
"CA004010358","1975-09-22","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  217",",,C","   56",",,C",,,,
"CA004010358","1975-09-23","50.9333","-105.7","579.0","AYLESBURY, SK CA","    0",",,C","    0",",,C","  222",",,C","   11",",,C",,,,
