"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00358343","1911-09-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","   76",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","   58",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","   71",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","  140",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","   13",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","   25",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-16","45.016667","-119.966667","1176.2","TAMARACK, OR US",,,"    0",",,6","    0",",,6",,
"USC00358343","1911-09-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","   76",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","   84",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-09-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","  165",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","  170",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","  102",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    3",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-10-31","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","   76",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    8",",,6","    0",",,6",,,,
"USC00358343","1911-11-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    5",",,6","    0",",,6","   25",",I,6",,
"USC00358343","1911-11-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","  127",",,6","    0",",I,6","  127",",I,6",,
"USC00358343","1911-11-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    8",",,6","    0",",,6","  127",",,6",,
"USC00358343","1911-11-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","   23",",,6","    0",",,6","   51",",,6",,
"USC00358343","1911-11-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","   23",",,6","    0",",,6","   25",",,6",,
"USC00358343","1911-11-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","   28",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","  178",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","   36",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-11-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","   23",",,6","    0",",,6","    0","T,,6",,
"USC00358343","1911-12-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6",,,,
"USC00358343","1911-12-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","   13",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","   76",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","  127",",,6","    0",",,6","    0",",,6",,
"USC00358343","1911-12-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","   23",",,6","    0",",,6","   25",",,6",,
"USC00358343","1911-12-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1911-12-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1911-12-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1911-12-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1911-12-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1911-12-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","   25",",,6","    0",",,6","   51",",,6",,
"USC00358343","1911-12-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","   10",",,6","    0",",,6","   51",",,6",,
"USC00358343","1911-12-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   51",",,6",,
"USC00358343","1911-12-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   51",",,6",,
"USC00358343","1911-12-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    5",",,6","    0",",,6","   76",",,6",,
"USC00358343","1911-12-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   76",",,6",,
"USC00358343","1911-12-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    8",",,6","    0",",,6","   76",",I,6",,
"USC00358343","1911-12-31","45.016667","-119.966667","1176.2","TAMARACK, OR US","   51",",,6","    0",",I,6","  178",",I,6",,
"USC00358343","1912-01-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  152",",,6",,
"USC00358343","1912-01-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  152",",,6",,
"USC00358343","1912-01-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",I,6",,
"USC00358343","1912-01-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",I,6","  152",",I,6",,
"USC00358343","1912-01-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","   69",",,6","    0",",I,6","  203",",I,6",,
"USC00358343","1912-01-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","  170",",,6","    0",",I,6","  330",",I,6",,
"USC00358343","1912-01-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","  168",",,6","    0",",I,6","  457",",I,6",,
"USC00358343","1912-01-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    5",",,6","    0",",,6","  457",",,6",,
"USC00358343","1912-01-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  457",",,6",,
"USC00358343","1912-01-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    5",",,6","    0",",,6","  406",",,6",,
"USC00358343","1912-01-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  432",",,6",,
"USC00358343","1912-01-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","  168",",,6","    0",",,6","  305",",,6",,
"USC00358343","1912-01-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","   20",",,6","    0",",,6","  203",",,6",,
"USC00358343","1912-01-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  178",",,6",,
"USC00358343","1912-01-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  152",",,6",,
"USC00358343","1912-01-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","   76",",,6","    0",",,6","  127",",,6",,
"USC00358343","1912-01-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6","    0",",,6","  102",",,6",,
"USC00358343","1912-01-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   76",",,6",,
"USC00358343","1912-01-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  102",",,6",,
"USC00358343","1912-01-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","   10",",,6","    0",",,6","  102",",,6",,
"USC00358343","1912-01-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  102",",,6",,
"USC00358343","1912-01-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  102",",,6",,
"USC00358343","1912-01-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   76",",,6",,
"USC00358343","1912-01-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","   84",",,6","    0",",,6","   51",",,6",,
"USC00358343","1912-01-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","   58",",,6","    0",",,6","   25",",,6",,
"USC00358343","1912-01-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","   33",",,6","    0",",,6","   25",",,6",,
"USC00358343","1912-01-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","   30",",,6","    0",",,6","   25",",,6",,
"USC00358343","1912-01-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","   36",",,6","    0",",,6","   25",",,6",,
"USC00358343","1912-01-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-01-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-01-31","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","   25",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-07","45.016667","-119.966667","1176.2","TAMARACK, OR US",,,"    0",",,6","    0",",,6",,
"USC00358343","1912-02-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    8",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    8",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","   33",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","   51",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","   28",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","   36",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","   10",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","   46",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-02-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","  117",",,6","  102",",,6","  102",",,6",,
"USC00358343","1912-02-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  102",",,6",,
"USC00358343","1912-02-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",I,6","  254",",I,6","  102",",,6",,
"USC00358343","1912-02-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  102",",,6",,
"USC00358343","1912-02-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","   10",",,6","    0",",,6","  127",",,6",,
"USC00358343","1912-02-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    8",",,6","    0",",,6","  127",",,6",,
"USC00358343","1912-02-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  127",",,6",,
"USC00358343","1912-02-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  127",",,6",,
"USC00358343","1912-03-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6","    0",",,6","  127",",,6",,
"USC00358343","1912-03-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","   18",",,6","   51",",,6","  178",",,6",,
"USC00358343","1912-03-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  152",",,6",,
"USC00358343","1912-03-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  152",",,6",,
"USC00358343","1912-03-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  152",",,6",,
"USC00358343","1912-03-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","   10",",,6","    0",",,6","  152",",,6",,
"USC00358343","1912-03-07","45.016667","-119.966667","1176.2","TAMARACK, OR US","   30",",,6","   13",",,6","  152",",,6",,
"USC00358343","1912-03-08","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  127",",,6",,
"USC00358343","1912-03-09","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  127",",,6",,
"USC00358343","1912-03-10","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0","T,,6","    0",",,6","  127",",,6",,
"USC00358343","1912-03-11","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  127",",,6",,
"USC00358343","1912-03-12","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","  102",",,6",,
"USC00358343","1912-03-13","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   76",",,6",,
"USC00358343","1912-03-14","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   51",",,6",,
"USC00358343","1912-03-15","45.016667","-119.966667","1176.2","TAMARACK, OR US","   48",",,6","    0",",,6","   51",",,6",,
"USC00358343","1912-03-16","45.016667","-119.966667","1176.2","TAMARACK, OR US","   25",",,6","    0",",,6","   76",",,6",,
"USC00358343","1912-03-17","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   51",",,6",,
"USC00358343","1912-03-18","45.016667","-119.966667","1176.2","TAMARACK, OR US","   10",",,6","    0",",,6","   51",",,6",,
"USC00358343","1912-03-19","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1912-03-20","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1912-03-21","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1912-03-22","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","   25",",,6",,
"USC00358343","1912-03-23","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-03-24","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-03-25","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-03-26","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-03-27","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-03-28","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-03-29","45.016667","-119.966667","1176.2","TAMARACK, OR US","   13",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-03-30","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-03-31","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-04-01","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-04-02","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-04-03","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-04-04","45.016667","-119.966667","1176.2","TAMARACK, OR US","   64",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-04-05","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
"USC00358343","1912-04-06","45.016667","-119.966667","1176.2","TAMARACK, OR US","    0",",,6","    0",",,6","    0",",,6",,
