"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00044979","1970-09-07","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  311",",,0","  161",",,0",,,,,,,"  109",",,0,1000",,,,,,,"  144",",,0","  289",",,0","  283",",,0,1000","   77",",,0"
"USC00044979","1970-09-08","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  339",",,0","  183",",,0",,,,,,,"  124",",,0,1000",,,,,,,"  167",",,0","  306",",,0","  289",",,0,1000","  127",",,0"
"USC00044979","1970-09-09","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  361",",,0","  183",",,0",,,,,,,"  140",",,0,1000",,,,,,,"  150",",,0","  328",",,0","  239",",,0,1000","   97",",,0"
"USC00044979","1970-09-10","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  356",",,0","  178",",,0",,,,,,,"  122",",,0,1000",,,,,,,"  156",",,0","  317",",,0","  306",",,0,1000","   69",",,0"
"USC00044979","1970-09-11","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  361",",,0","  211",",,0",,,,,,,"  124",",,0,1000",,,,,,,"  161",",,0","  317",",,0","  289",",,0,1000","   84",",,0"
"USC00044979","1970-09-12","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  344",",,0","  183",",,0",,,,,,,"  142",",,0,1000",,,,,,,"  122",",,0","  317",",,0","  261",",,0,1000","   97",",,0"
"USC00044979","1970-09-13","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  339",",,0","   89",",,0",,,,,,,"  157",",,0,1000",,,,,,,"   89",",,0","  283",",,0","  189",",,0,1000","  240",",,0"
"USC00044979","1970-09-14","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  250",",,0","   94",",,0",,,,,,,"   99",",,0,1000",,,,,,,"   89",",,0","  261",",,0","  211",",,0,1000","  140",",,0"
"USC00044979","1970-09-15","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  256",",,0","  100",",,0",,,,,,,"  112",",,0,1000",,,,,,,"   83",",,0","  250",",,0","  211",",,0,1000","  138",",,0"
"USC00044979","1970-09-16","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  272",",,0","  133",",,0",,,,,,,"  104",",,0,1000",,,,,,,"  100",",,0","  261",",,0","  250",",,0,1000","  101",",,0"
"USC00044979","1970-09-17","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  306",",,0","  139",",,0",,,,,,,"  112",",,0,1000",,,,,,,"  111",",,0","  278",",,0","  289",",,0,1000","   84",",,0"
"USC00044979","1970-09-18","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  339",",,0","  150",",,0",,,,,,,"  114",",,0,1000",,,,,,,"  117",",,0","  294",",,0","  272",",,0,1000","   82",",,0"
"USC00044979","1970-09-19","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  333",",,0","  156",",,0",,,,,,,"  119",",,0,1000",,,,,,,"  144",",,0","  289",",,0","  222",",,0,1000","  134",",,0"
"USC00044979","1970-09-20","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  289",",,0","  122",",,0",,,,,,,"  122",",,0,1000",,,,,,,"  106",",,0","  289",",,0","  206",",,0,1000","  208",",,0"
"USC00044979","1970-09-21","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  261",",,0","   89",",,0",,,,,,,"   97",",,0,1000",,,,,,,"   94",",,0","  289",",,0","  211",",,0,1000","  154",",,0"
"USC00044979","1970-09-22","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  272",",,0","   94",",,0",,,,,,,"  112",",,0,1000",,,,,,,"  100",",,0","  250",",,0","  233",",,0,1000","  153",",,0"
"USC00044979","1970-09-23","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  300",",,0","  139",",,0",,,,,,,"   89",",,0,1000",,,,,,,"  111",",,0","  278",",,0","  278",",,0,1000","   72",",,0"
"USC00044979","1970-09-24","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  333",",,0","  150",",,0",,,,,,,"  102",",,0,1000",,,,,,,"  128",",,0","  283",",,0","  256",",,0,1000","   82",",,0"
"USC00044979","1970-09-25","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  306",",,0","  100",",,0",,,,,,,"  132",",,0,1000",,,,,,,"   83",",,0","  267",",,0","  239",",,0,1000","  111",",,0"
"USC00044979","1970-09-26","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  294",",,0","  128",",,0",,,,,,,"  104",",,0,1000",,,,,,,"  100",",,0","  261",",,0","  272",",,0,1000","   93",",,0"
"USC00044979","1970-09-27","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  317",",,0","  156",",,0",,,,,,,"  107",",,0,1000",,,,,,,"  106",",,0","  278",",,0","  289",",,0,1000","   93",",,0"
"USC00044979","1970-09-28","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  339",",,0","  144",",,0",,,,,,,"   86",",,0,1000",,,,,,,"  111",",,0","  283",",,0","  294",",,0,1000","   74",",,0"
"USC00044979","1970-09-29","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  361",",,0","  167",",,0",,,,,,,"  104",",,0,1000",,,,,,,"  122",",,0","  283",",,0","  283",",,0,1000","  113",",,0"
"USC00044979","1970-09-30","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  322",",,0","  128",",,0",,,,,,,"  104",",,0,1000",,,,,,,"  117",",,0","  272",",,0","  250",",,0,1000","  100",",,0"
"USC00044979","1970-10-01","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  339",",,0","  133",",,0",,,,,,,"  124",",,0,1000",,,,,,,"  106",",,0","  267",",,0","  278",",,0,1000","  126",",,0"
"USC00044979","1970-10-02","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  333",",,0","  150",",,0",,,,,,,"  102",",,0,1000",,,,,,,"  117",",,0","  272",",,0","  256",",,0,1000","  122",",,0"
"USC00044979","1970-10-03","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  350",",,0","  161",",,0",,,,,,,"  104",",,0,1000",,,,,,,"  128",",,0","  322",",,0","  261",",,0,1000","   95",",,0"
"USC00044979","1970-10-04","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  311",",,0","  128",",,0",,,,,,,"   79",",,0,1000",,,,,,,"  133",",,0","  317",",,0","  222",",,0,1000","   84",",,0"
"USC00044979","1970-10-05","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  283",",,0","  128",",,0",,,,,,,"   61",",,0,1000",,,,,,,"  100",",,0","  261",",,0","  206",",,0,1000","   71",",,0"
"USC00044979","1970-10-06","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  289",",,0","  156",",,0",,,,,,,"   99",",,0,1000",,,,,,,"  122",",,0","  267",",,0","  217",",,0,1000","  161",",,0"
"USC00044979","1970-10-07","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  272",",,0","   94",",,0",,,,,,,"  109",",,0,1000",,,,,,,"   78",",,0","  239",",,0","  189",",,0,1000","  159",",,0"
"USC00044979","1970-10-08","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  228",",,0","   83",",,0",,,,,,,"   99",",,0,1000",,,,,,,"   67",",,0","  217",",,0","  206",",,0,1000","  117",",,0"
"USC00044979","1970-10-09","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  256",",,0","   94",",,0",,,,,,,"   71",",,0,1000",,,,,,,"   50",",,0","  228",",,0","  217",",,0,1000","   82",",,0"
"USC00044979","1970-10-10","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  289",",,0","  100",",,0",,,,,,,"   86",",,0,1000",,,,,,,"  100",",,0","  244",",,0","  200",",,0,1000","   66",",,0"
"USC00044979","1970-10-11","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  283",",,0","  100",",,0",,,,,,,"   91",",,0,1000",,,,,,,"  106",",,0","  250",",,0","  256",",,0,1000","  122",",,0"
"USC00044979","1970-10-12","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  300",",,0","  122",",,0",,,,,,,"   79",",,0,1000",,,,,,,"  100",",,0","  261",",,0","  178",",,0,1000","   89",",,0"
"USC00044979","1970-10-13","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  256",",,0","   94",",,0",,,,,,,"   56",",,0,1000",,,,,,,"  100",",,0","  261",",,0","  167",",,0,1000","   97",",,0"
"USC00044979","1970-10-14","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  244",",,0","   78",",,0",,,,,,,"   58",",,0,1000",,,,,,,"  100",",,0","  239",",,0","  161",",,0,1000","   68",",,0"
"USC00044979","1970-10-15","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  228",",,0","   72",",,0",,,,,,,"   58",",,0,1000",,,,,,,"   94",",,0","  222",",,0","  156",",,0,1000","   74",",,0"
"USC00044979","1970-10-16","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  228",",,0","   72",",,0",,,,,,,"   38",",,0,1000",,,,,,,"   94",",,0","  228",",,0","  172",",,0,1000","   61",",,0"
"USC00044979","1970-10-17","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  244",",,0","   83",",,0",,,,,,,"   61",",,0,1000",,,,,,,"  100",",,0","  233",",,0","  161",",,0,1000","   66",",,0"
"USC00044979","1970-10-18","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  244",",,0","  111",",,0",,,,,,,"   46",",,0,1000",,,,,,,"  106",",,0","  228",",,0","  189",",,0,1000","   74",",,0"
"USC00044979","1970-10-19","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  217",",,0","   72",",,0",,,,,,,"   33",",,0,1000",,,,,,,"   83",",,0","  178",",,0","  172",",,0,1000","   61",",,0"
"USC00044979","1970-10-20","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   15",",,0,1000","    0",",,0","    0",",,0","  228",",,0","  100",",,0",,,,,,,"   53",",,0,1000",,,,,,,"  100",",,0","  222",",,0","  133",",,0,1000","  140",",,0"
"USC00044979","1970-10-21","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    3",",,0,1000","    0",",,0","    0",",,0","  161",",,0","   83",",,0",,,,,,,"   36",",,0,1000",,,,,,,"   94",",,0","  167",",,0","  144",",,0,1000","   98",",,0"
"USC00044979","1970-10-22","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    5",",,0,1000","    0",",,0","    0",",,0","  156",",,0","  111",",,0",,,,,,,"   30",",,0,1000",,,,,,,"  100",",,0","  172",",,0","  150",",,0,1000","   98",",,0"
"USC00044979","1970-10-23","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  206",",,0","   94",",,0",,,,,,,"   38",",,0,1000",,,,,,,"  106",",,0","  200",",,0","  167",",,0,1000","   76",",,0"
"USC00044979","1970-10-24","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   13",",,0,1000","    0",",,0","    0",",,0","  217",",,0","   67",",,0",,,,,,,"   53",",,0,1000",,,,,,,"   72",",,0","  211",",,0","  128",",,0,1000","  146",",,0"
"USC00044979","1970-10-25","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  183",",,0","   72",",,0",,,,,,,"   61",",,0,1000",,,,,,,"   78",",,0","  183",",,0","  183",",,0,1000","  146",",,0"
"USC00044979","1970-10-26","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  194",",,0","   50",",,0",,,,,,,"   53",",,0,1000",,,,,,,"   67",",,0","  194",",,0","  150",",,0,1000","  158",",,0"
"USC00044979","1970-10-27","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  178",",,0","   17",",,0",,,,,,,"   48",",,0,1000",,,,,,,"   33",",,0","  183",",,0","  150",",,0,1000","  138",",,0"
"USC00044979","1970-10-28","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  183",",,0","   28",",,0",,,,,,,"   46",",,0,1000",,,,,,,"   28",",,0","  167",",,0","  172",",,0,1000","  101",",,0"
"USC00044979","1970-10-29","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  206",",,0","   50",",,0",,,,,,,"   43",",,0,1000",,,,,,,"   44",",,0","  183",",,0","  178",",,0,1000","   93",",,0"
"USC00044979","1970-10-30","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  228",",,0","   83",",,0",,,,,,,"   48",",,0,1000",,,,,,,"   72",",,0","  183",",,0","  194",",,0,1000","   90",",,0"
"USC00044979","1970-10-31","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   10",",,0,1000","    0",",,0","    0",",,0","  200",",,0","   56",",,0",,,,,,,"   46",",,0,1000",,,,,,,"   61",",,0","  128",",,0","  183",",,0,1000","  122",",,0"
"USC00044979","1970-11-01","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  217",",,0","   67",",,0",,,,,,,"   38",",,0,1000",,,,,,,"   61",",,0","  194",",,0","  194",",,0,1000","  109",",,0"
"USC00044979","1970-11-02","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  233",",,0","   83",",,0",,,,,,,"   36",",,0,1000",,,,,,,"   44",",,0","  222",",,0","  211",",,0,1000","   95",",,0"
"USC00044979","1970-11-03","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  244",",,0","   78",",,0",,,,,,,"   48",",,0,1000",,,,,,,"   78",",,0","  206",",,0","  167",",,0,1000","   84",",,0"
"USC00044979","1970-11-04","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   18",",,0,1000","    0",",,0","    0",",,0","  228",",,0","  133",",,0",,,,,,,"   38",",,0,1000",,,,,,,"  100",",,0","  156",",,0","  133",",,0,1000","  175",",,0"
"USC00044979","1970-11-05","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    5",",,0,1000","    0",",,0","    0",",,0","  211",",,0","  128",",,0",,,,,,,"   18",",,0,1000",,,,,,,"  122",",,0","  156",",,0","  211",",,0,1000","  145",",,0"
"USC00044979","1970-11-06","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  233",",,0","   89",",,0",,,,,,,"   51",",,0,1000",,,,,,,"  100",",,0","  222",",,0","  183",",,0,1000","  103",",,0"
"USC00044979","1970-11-07","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   64",",,0,1000","    0",",,0","    0",",,0","  183",",,0","   94",",,0",,,,,,,"    0",",,0,1000",,,,,,,"   94",",,0","  156",",,0","  172",",,0,1000","   92",",,0"
"USC00044979","1970-11-08","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0","T,,0,1000","    0",",,0","    0",",,0","  189",",,0","   83",",,0",,,,,,,"   25",",,0,1000",,,,,,,"   94",",,0","  200",",,0","  172",",,0,1000","   68",",,0"
"USC00044979","1970-11-09","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  194",",,0","  100",",,0",,,,,,,"   23",",,0,1000",,,,,,,"  106",",,0","  194",",,0","  178",",,0,1000","   69",",,0"
"USC00044979","1970-11-10","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  217",",,0","   89",",,0",,,,,,,"   25",",,0,1000",,,,,,,"  100",",,0","  200",",,0","  139",",,0,1000","   82",",,0"
"USC00044979","1970-11-11","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  172",",,0","   78",",,0",,,,,,,"   15",",,0,1000",,,,,,,"  100",",,0","  161",",,0","  133",",,0,1000","   64",",,0"
"USC00044979","1970-11-12","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  189",",,0","   78",",,0",,,,,,,"   23",",,0,1000",,,,,,,"   89",",,0","  178",",,0","  150",",,0,1000","  124",",,0"
"USC00044979","1970-11-13","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  183",",,0","   44",",,0",,,,,,,"   66",",,0,1000",,,,,,,"   44",",,0","  167",",,0","  139",",,0,1000","  203",",,0"
"USC00044979","1970-11-14","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  172",",,0","   44",",,0",,,,,,,"   36",",,0,1000",,,,,,,"   56",",,0","  156",",,0","  150",",,0,1000","   93",",,0"
"USC00044979","1970-11-15","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  200",",,0","   44",",,0",,,,,,,"   33",",,0,1000",,,,,,,"   44",",,0","  167",",,0","  172",",,0,1000","   95",",,0"
"USC00044979","1970-11-16","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  217",",,0","    0",",,0",,,,,,,"   36",",,0,1000",,,,,,,"   39",",,0","  167",",,0","  167",",,0,1000","  126",",,0"
"USC00044979","1970-11-17","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  194",",,0","   61",",,0",,,,,,,"   33",",,0,1000",,,,,,,"   56",",,0","  167",",,0","  156",",,0,1000","  121",",,0"
"USC00044979","1970-11-18","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  206",",,0","   50",",,0",,,,,,,"   38",",,0,1000",,,,,,,"   56",",,0","  167",",,0","  161",",,0,1000","  126",",,0"
"USC00044979","1970-11-19","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  200",",,0","   50",",,0",,,,,,,"   38",",,0,1000",,,,,,,"   50",",,0","  167",",,0","  150",",,0,1000","   98",",,0"
"USC00044979","1970-11-20","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  178",",,0","   33",",,0",,,,,,,"   36",",,0,1000",,,,,,,"   33",",,0","  161",",,0","  150",",,0,1000","  114",",,0"
"USC00044979","1970-11-21","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  183",",,0","   33",",,0",,,,,,,"   38",",,0,1000",,,,,,,"   33",",,0","  156",",,0","  128",",,0,1000","   92",",,0"
"USC00044979","1970-11-22","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  172",",,0","   39",",,0",,,,,,,"   15",",,0,1000",,,,,,,"   33",",,0","  156",",,0","  122",",,0,1000","   87",",,0"
"USC00044979","1970-11-23","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  172",",,0","   72",",,0",,,,,,,"   13",",,0,1000",,,,,,,"   33",",,0","  156",",,0","  139",",,0,1000","  111",",,0"
"USC00044979","1970-11-24","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  167",",,0","   28",",,0",,,,,,,"   18",",,0,1000",,,,,,,"   44",",,0","  156",",,0","  139",",,0,1000","   95",",,0"
"USC00044979","1970-11-25","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   18",",,0,1000","    0",",,0","    0",",,0","  183",",,0","  100",",,0",,,,,,,"   10",",,0,1000",,,,,,,"   61",",,0","  156",",,0","  111",",,0,1000","   66",",,0"
"USC00044979","1970-11-26","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   58",",,0,1000","    0",",,0","    0",",,0","  167",",,0","  100",",,0",,,,,,,"    0",",,0,1000",,,,,,,"   83",",,0","  122",",,0","  133",",,0,1000","  179",",,0"
"USC00044979","1970-11-27","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  144",",,0","   28",",,0",,,,,,,"   20",",,0,1000",,,,,,,"   83",",,0","  111",",,0","  144",",,0,1000","  132",",,0"
"USC00044979","1970-11-28","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","  175",",,0,1000","    0",",,0","    0",",,0","  167",",,0","   89",",,0",,,,,,,"   48",",,0,1000",,,,,,,"   50",",,0","  133",",,0","  111",",,0,1000","  280",",,0"
"USC00044979","1970-11-29","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","  173",",,0,1000","    0",",,0","    0",",,0","  167",",,0","   89",",,0",,,,,,,"   23",",,0,1000",,,,,,,"   83",",,0","  111",",,0","  117",",,0,1000","  246",",,0"
"USC00044979","1970-11-30","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    8",",,0,1000","    0",",,0","    0",",,0","  122",",,0","   50",",,0",,,,,,,"    0",",,0,1000",,,,,,,"   56",",,0","  111",",,0","   94",",,0,1000","  126",",,0"
"USC00044979","1970-12-01","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    5",",,0,1000","    0",",,0","    0",",,0","  156",",,0","   78",",,0",,,,,,,"   10",",,0,1000",,,,,,,"   72",",,0","  133",",,0","  117",",,0,1000","  103",",,0"
"USC00044979","1970-12-02","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   30",",,0,1000","    0",",,0","    0",",,0","  156",",,0","   78",",,0",,,,,,,"   38",",,0,1000",,,,,,,"   72",",,0","  144",",,0","   94",",,0,1000","  253",",,0"
"USC00044979","1970-12-03","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    8",",,0,1000","    0",",,0","    0",",,0","  122",",,0","   11",",,0",,,,,,,"   25",",,0,1000",,,,,,,"   22",",,0","  117",",,0","  111",",,0,1000","  203",",,0"
"USC00044979","1970-12-04","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  150",",,0","   56",",,0",,,,,,,"   20",",,0,1000",,,,,,,"   39",",,0","  122",",,0","  128",",,0,1000","   97",",,0"
"USC00044979","1970-12-05","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0","T,,0,1000","    0",",,0","    0",",,0","  161",",,0","   50",",,0",,,,,,,"   15",",,0,1000",,,,,,,"   61",",,0","  139",",,0","  106",",,0,1000","  117",",,0"
"USC00044979","1970-12-06","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  172",",,0","   50",",,0",,,,,,,"   13",",,0,1000",,,,,,,"   78",",,0","  161",",,0","  106",",,0,1000","   89",",,0"
"USC00044979","1970-12-07","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    8",",,0,1000","    0",",,0","    0",",,0","  150",",,0","   44",",,0",,,,,,,"    8",",,0,1000",,,,,,,"   94",",,0","  150",",,0","  150",",,0,1000","  101",",,0"
"USC00044979","1970-12-08","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  172",",,0","   83",",,0",,,,,,,"   13",",,0,1000",,,,,,,"   83",",,0","  156",",,0","  161",",,0,1000","   92",",,0"
"USC00044979","1970-12-09","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","   56",",,0,1000","    0",",,0","    0",",,0","  172",",,0","   56",",,0",,,,,,,"   13",",,0,1000",,,,,,,"   61",",,0","  156",",,0","  117",",,0,1000","  140",",,0"
"USC00044979","1970-12-10","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0",",,0,1000","    0",",,0","    0",",,0","  144",",,0","   17",",,0",,,,,,,"   18",",,0,1000",,,,,,,"   28",",,0","  139",",,0","  111",",,0,1000","  132",",,0"
"USC00044979","1970-12-11","36.78333","-120.8","207.0","LITTLE PANOCHE DET D, CA US","    0","T,,0,1000","    0",",,0","    0",",,0","  117",",,0","   11",",,0",,,,,,,"   15",",,0,1000",,,,,,,"   28",",,0","  122",",,0","   39",",,0,1000","   76",",,0"
