"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00269137","1942-08-20","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  356",",,6","  183",",,6","  283",",,6",,,,,,,,
"USC00269137","1942-08-21","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  328",",,6","  144",",,6","  294",",,6",,,,,,,,
"USC00269137","1942-08-22","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  333",",,6","  150",",,6","  294",",,6",,,,,,,,
"USC00269137","1942-08-23","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  339",",,6","  139",",,6","  278",",,6",,,,,,,,
"USC00269137","1942-08-24","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6",,,,,"  328",",,6","  128",",,6","  267",",,6",,,,,,,,
"USC00269137","1942-08-25","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  283",",,6","  133",",,6","  250",",,6",,,,,,,,
"USC00269137","1942-08-26","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  294",",,6","  122",",,6","  261",",,6",,,,,,,,
"USC00269137","1942-08-27","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  267",",,6","  122",",,6","  217",",,6",,,,,,,,
"USC00269137","1942-08-28","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  222",",,6","   72",",,6","  167",",,6",,,,,,,,
"USC00269137","1942-08-29","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  183",",,6","   72",",,6","  144",",,6",,,,,,,,
"USC00269137","1942-08-30","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  261",",,6","   67",",,6","  139",",,6",,,,,,,,
"USC00269137","1942-08-31","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6",,,,,"  289",",,6","  117",",,6","  239",",I,6",,,,,,,,
"USC00269137","1942-09-01","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  200",",I,6","   56",",,6","  117",",,6",,,,,,,,
"USC00269137","1942-09-02","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  283",",,6","  117",",,6","  239",",,6",,,,,,,,
"USC00269137","1942-09-03","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  289",",,6","  106",",,6","  250",",,6",,,,,,,,
"USC00269137","1942-09-04","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  289",",,6","  139",",,6","  222",",,6",,,,,,,,
"USC00269137","1942-09-05","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  283",",,6","  100",",,6","  211",",,6",,,,,,,,
"USC00269137","1942-09-06","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  289",",,6","  117",",,6","  217",",,6",,,,,,,,
"USC00269137","1942-09-07","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  283",",,6","  117",",,6","  217",",,6",,,,,,,,
"USC00269137","1942-09-08","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  278",",,6","  100",",,6","  211",",,6",,,,,,,,
"USC00269137","1942-09-09","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  211",",,6","   44",",,6","  172",",,6",,,,,,,,
"USC00269137","1942-09-10","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  217",",,6","   61",",,6","  172",",,6",,,,,,,,
"USC00269137","1942-09-11","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0",",,6",,,"  200",",,6","   56",",,6","  117",",,6",,,,,,,,
"USC00269137","1942-09-12","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  244",",,6","   50",",,6","  183",",,6",,,,,,,,
"USC00269137","1942-09-13","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  256",",,6","   44",",,6","  200",",,6",,,,,,,,
"USC00269137","1942-09-14","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  283",",,6","   50",",,6","  222",",,6",,,,,,,,
"USC00269137","1942-09-15","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  294",",,6","  111",",,6","  244",",,6",,,,,,,,
"USC00269137","1942-09-16","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  278",",,6","  117",",,6","  222",",,6",,,,,,,,
"USC00269137","1942-09-17","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  244",",,6","  100",",,6","  183",",,6",,,,,,,,
"USC00269137","1942-09-18","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  189",",,6","    0",",,6","  128",",,6",,,,,,,,
"USC00269137","1942-09-19","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  261",",,6","   44",",,6","  211",",,6",,,,,,,,
"USC00269137","1942-09-20","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  267",",,6","   39",",,6","  217",",,6",,,,,,,,
"USC00269137","1942-09-21","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  272",",,6","   44",",,6","  211",",,6",,,,,,,,
"USC00269137","1942-09-22","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  272",",,6","  106",",,6","  217",",,6",,,,,,,,
"USC00269137","1942-09-23","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  283",",,6","   89",",,6","  217",",,6",,,,,,,,
"USC00269137","1942-09-24","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  278",",,6","  100",",,6","  222",",,6",,,,,,,,
"USC00269137","1942-09-25","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  289",",,6","  111",",,6","  233",",,6",,,,,,,,
"USC00269137","1942-09-26","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  289",",,6","  117",",,6","  233",",,6",,,,,,,,
"USC00269137","1942-09-27","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  278",",,6","   94",",,6","  211",",,6",,,,,,,,
"USC00269137","1942-09-28","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  267",",,6","  100",",,6","  211",",,6",,,,,,,,
"USC00269137","1942-09-29","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  261",",,6","   83",",,6","  200",",,6",,,,,,,,
"USC00269137","1942-09-30","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  256",",,6","   94",",,6","  217",",,6",,,,,,,,
"USC00269137","1942-10-01","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  244",",,6","  100",",,6","  183",",,6",,,,,,,,
"USC00269137","1942-10-02","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  239",",,6","   61",",,6","  167",",,6",,,,,,,,
"USC00269137","1942-10-03","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  256",",,6","   50",",,6","  183",",,6",,,,,,,,
"USC00269137","1942-10-04","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  261",",,6","   39",",,6","  194",",,6",,,,,,,,
"USC00269137","1942-10-05","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  267",",,6","   56",",,6","  206",",,6",,,,,,,,
"USC00269137","1942-10-06","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  267",",,6","   89",",,6","  200",",,6",,,,,,,,
"USC00269137","1942-10-07","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  256",",,6","   72",",,6","  178",",,6",,,,,,,,
"USC00269137","1942-10-08","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  250",",,6","   89",",,6","  194",",,6",,,,,,,,
"USC00269137","1942-10-09","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  222",",,6","  117",",,6","  167",",,6",,,,,,,,
"USC00269137","1942-10-10","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  222",",,6","  100",",,6","  161",",,6",,,,,,,,
"USC00269137","1942-10-11","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  228",",,6","   11",",,6","  161",",,6",,,,,,,,
"USC00269137","1942-10-12","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","   51",",,6","    0",",,6",,,"  194",",,6","    0",",,6","   89",",,6",,,,,,,,
"USC00269137","1942-10-13","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  183",",,6","   -6",",,6","   78",",,6",,,,,,,,
"USC00269137","1942-10-14","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  183",",,6","    0",",,6","  144",",,6",,,,,,,,
"USC00269137","1942-10-15","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0",",,6",,,"  161",",,6","   50",",,6","  100",",,6",,,,,,,,
"USC00269137","1942-10-16","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  161",",,6","   11",",,6","  106",",,6",,,,,,,,
"USC00269137","1942-10-17","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  183",",,6","   39",",,6","  139",",,6",,,,,,,,
"USC00269137","1942-10-18","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  183",",,6","   17",",,6","  133",",,6",,,,,,,,
"USC00269137","1942-10-19","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  194",",,6","   28",",,6","  150",",,6",,,,,,,,
"USC00269137","1942-10-20","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  200",",,6","   50",",,6","  150",",,6",,,,,,,,
"USC00269137","1942-10-21","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  222",",,6","   67",",,6","  172",",,6",,,,,,,,
"USC00269137","1942-10-22","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  250",",,6","   44",",,6","  189",",,6",,,,,,,,
"USC00269137","1942-10-23","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  250",",,6","   44",",,6","  161",",,6",,,,,,,,
"USC00269137","1942-10-24","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  206",",,6","   22",",,6","  144",",,6",,,,,,,,
"USC00269137","1942-10-25","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,,,"   17",",,6","  150",",,6",,,,,,,,
"USC00269137","1942-10-26","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  211",",,6","   28",",,6","  156",",,6",,,,,,,,
"USC00269137","1942-10-27","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  161",",,6","   28",",,6","  106",",,6",,,,,,,,
"USC00269137","1942-10-28","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0","T,,6","    0","T,,6","  106",",,6","  -39",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-10-29","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  106",",,6","  -67",",,6","   33",",,6",,,,,,,,
"USC00269137","1942-10-30","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  133",",,6","  -61",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-10-31","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  200",",,6","  -11",",,6","  150",",,6",,,,,,,,
"USC00269137","1942-11-01","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  211",",,6","  -17",",,6","  156",",,6",,,,,,,,
"USC00269137","1942-11-02","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  211",",,6","  -11",",,6","  150",",,6",,,,,,,,
"USC00269137","1942-11-03","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  150",",,6","  -50",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-11-04","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   67",",,6","  -78",",,6","   22",",,6",,,,,,,,
"USC00269137","1942-11-05","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   83",",,6","  -67",",,6","   39",",,6",,,,,,,,
"USC00269137","1942-11-06","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","  -50",",,6","   61",",,6",,,,,,,,
"USC00269137","1942-11-07","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  156",",,6","  -50",",,6","  100",",,6",,,,,,,,
"USC00269137","1942-11-08","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  156",",,6","  -22",",,6","   72",",,6",,,,,,,,
"USC00269137","1942-11-09","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  139",",,6","  -39",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-11-10","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  117",",,6","  -33",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-11-11","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  111",",,6","  -22",",,6","   50",",,6",,,,,,,,
"USC00269137","1942-11-12","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  117",",,6","  -33",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-11-13","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  183",",,6","   17",",,6","  122",",,6",,,,,,,,
"USC00269137","1942-11-14","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  144",",,6","   39",",,6","   94",",,6",,,,,,,,
"USC00269137","1942-11-15","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   94",",,6","  -78",",,6","    0",",,6",,,,,,,,
"USC00269137","1942-11-16","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0",",,6",,,"   39",",,6","  -94",",,6","  -11",",,6",,,,,,,,
"USC00269137","1942-11-17","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  100",",,6","  -11",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-11-18","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","   33",",,6","   72",",,6",,,,,,,,
"USC00269137","1942-11-19","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -28",",,6","  -11",",,6",,,,,,,,
"USC00269137","1942-11-20","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   28",",,6","  -94",",,6","  -28",",,6",,,,,,,,
"USC00269137","1942-11-21","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   78",",,6","  -89",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-11-22","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  150",",,6","  -17",",,6","   89",",,6",,,,,,,,
"USC00269137","1942-11-23","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  172",",,6","  -17",",,6","   94",",,6",,,,,,,,
"USC00269137","1942-11-24","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  167",",,6","    6",",,6","  111",",,6",,,,,,,,
"USC00269137","1942-11-25","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  156",",,6","  -11",",,6","   94",",,6",,,,,,,,
"USC00269137","1942-11-26","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  167",",,6","  -44",",,6","  100",",,6",,,,,,,,
"USC00269137","1942-11-27","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  128",",,6","   -6",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-11-28","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  100",",,6","  -33",",,6","   39",",,6",,,,,,,,
"USC00269137","1942-11-29","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","  -22",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-11-30","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  100",",,6","  -17",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-12-01","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  161",",,6","  -28",",,6","  111",",,6",,,,,,,,
"USC00269137","1942-12-02","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  156",",,6","   11",",,6","   94",",,6",,,,,,,,
"USC00269137","1942-12-03","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","  -44",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-12-04","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -61",",,6","    6",",,6",,,,,,,,
"USC00269137","1942-12-05","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   11",",,6","  -89",",,6","  -33",",,6",,,,,,,,
"USC00269137","1942-12-06","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   39",",,6"," -100",",,6","    0",",,6",,,,,,,,
"USC00269137","1942-12-07","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   17",",,6"," -111",",,6","  -22",",,6",,,,,,,,
"USC00269137","1942-12-08","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   22",",,6","  -56",",,6","  -28",",,6",,,,,,,,
"USC00269137","1942-12-09","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   61",",,6","  -78",",,6","   22",",,6",,,,,,,,
"USC00269137","1942-12-10","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   78",",,6","  -56",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-12-11","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -39",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-12-12","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  139",",,6","  -44",",,6","   72",",,6",,,,,,,,
"USC00269137","1942-12-13","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -50",",,6","   17",",,6",,,,,,,,
"USC00269137","1942-12-14","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -39",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-12-15","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","  -22",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-12-16","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  156",",,6","   -6",",,6","  106",",,6",,,,,,,,
"USC00269137","1942-12-17","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  150",",,6","    0",",,6","   56",",,6",,,,,,,,
"USC00269137","1942-12-18","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  106",",,6","  -39",",,6","   39",",,6",,,,,,,,
"USC00269137","1942-12-19","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  128",",,6","  -50",",,6","   67",",,6",,,,,,,,
"USC00269137","1942-12-20","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   83",",,6","  -44",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-12-21","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   67",",,6","  -83",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-12-22","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   67",",,6","  -28",",,6","   39",",,6",,,,,,,,
"USC00269137","1942-12-23","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  128",",,6","  -11",",,6","   72",",,6",,,,,,,,
"USC00269137","1942-12-24","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   94",",,6","  -22",",,6","   33",",,6",,,,,,,,
"USC00269137","1942-12-25","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","T,,6","    0","T,,6",,,"   33",",,6"," -128",",,6","  -50",",,6",,,,,,,,
"USC00269137","1942-12-26","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   56",",,6","  -72",",,6","  -11",",,6",,,,,,,,
"USC00269137","1942-12-27","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  117",",,6","  -56",",,6","   61",",,6",,,,,,,,
"USC00269137","1942-12-28","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","  -33",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-12-29","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  100",",,6","  -39",",,6","   28",",,6",,,,,,,,
"USC00269137","1942-12-30","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  106",",,6","  -44",",,6","   44",",,6",,,,,,,,
"USC00269137","1942-12-31","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  128",",,6","  -39",",,6","   61",",,6",,,,,,,,
"USC00269137","1943-01-01","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  122",",,6","  -22",",,6","   44",",,6",,,,,,,,
"USC00269137","1943-01-02","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   44",",,6","  -28",",,6","  -17",",,6",,,,,,,,
"USC00269137","1943-01-03","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   39",",,6","  -94",",,6","   -6",",,6",,,,,,,,
"USC00269137","1943-01-04","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   39",",,6","  -78",",,6","  -11",",,6",,,,,,,,
"USC00269137","1943-01-05","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   78",",,6","  -72",",,6","    0",",,6",,,,,,,,
"USC00269137","1943-01-06","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   33",",,6","  -89",",,6","  -22",",,6",,,,,,,,
"USC00269137","1943-01-07","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   56",",,6","  -89",",,6","   11",",,6",,,,,,,,
"USC00269137","1943-01-08","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -72",",,6","   11",",,6",,,,,,,,
"USC00269137","1943-01-09","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   72",",,6","  -39",",,6","   17",",,6",,,,,,,,
"USC00269137","1943-01-10","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  106",",,6","  -33",",,6","   44",",,6",,,,,,,,
"USC00269137","1943-01-11","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"   94",",,6","  -50",",,6","   33",",,6",,,,,,,,
"USC00269137","1943-01-12","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  100",",,6","  -44",",,6","   39",",,6",,,,,,,,
"USC00269137","1943-01-13","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  111",",,6","  -50",",,6","   72",",,6",,,,,,,,
"USC00269137","1943-01-14","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  150",",,6","  -17",",,6","   94",",,6",,,,,,,,
"USC00269137","1943-01-15","38.43333","-117.2","1866.9","WILLOW SPRINGS, NV US","    0","P,,6","    0",",,6",,,"  156",",,6","  -22",",,6","   94",",,6",,,,,,,,
