"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA003012228","1986-04-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   99",",,C","  -39",",,C"
"CA003012228","1986-04-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   54",",,C","    0",",,C","    0",",,C","  125",",,C","  -16",",,C"
"CA003012228","1986-04-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","    0",",,C","    0",",,C","  132",",,C","   38",",,C"
"CA003012228","1986-04-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   12",",,C","    0",",,C","    0",",,C","  117",",,C","   39",",,C"
"CA003012228","1986-04-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   26",",,C","    0",",,C","    0",",,C","   38",",,C","    5",",,C"
"CA003012228","1986-04-29","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   16",",,C","    0",",,C","    0",",,C","   41",",,C","   17",",,C"
"CA003012228","1986-04-30","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","   10",",,C","    0",",,C","   17",",,C","  -33",",,C"
"CA003012228","1986-05-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   58",",,C","  -74",",,C"
"CA003012228","1986-05-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  157",",,C","  -15",",,C"
"CA003012228","1986-05-03","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  156",",,C","   33",",,C"
"CA003012228","1986-05-04","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   92",",,C","   -8",",,C"
"CA003012228","1986-05-05","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  132",",,C","   10",",,C"
"CA003012228","1986-05-06","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  121",",,C","    5",",,C"
"CA003012228","1986-05-07","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  184",",,C","   -2",",,C"
"CA003012228","1986-05-08","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  160",",,C","    4",",,C"
"CA003012228","1986-05-09","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   20",",,C","    0",",,C","    0",",,C","  150",",,C","   30",",,C"
"CA003012228","1986-05-10","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  125",",,C","   37",",,C"
"CA003012228","1986-05-11","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   26",",,C","    0",",,C","    0",",,C","  128",",,C","  -10",",,C"
"CA003012228","1986-05-12","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  153",",,C","   -6",",,C"
"CA003012228","1986-05-13","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  130",",,C","    0",",,C","    0",",,C","  171",",,C","   -1",",,C"
"CA003012228","1986-05-14","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   12",",,C","    0",",,C","    0",",,C","   89",",,C","   22",",,C"
"CA003012228","1986-05-15","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   99",",,C","   11",",,C"
"CA003012228","1986-05-16","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  150",",,C","  -44",",,C"
"CA003012228","1986-05-17","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  199",",,C","   42",",,C"
"CA003012228","1986-05-18","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  212",",,C","   42",",,C"
"CA003012228","1986-05-19","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  239",",,C","   50",",,C"
"CA003012228","1986-05-20","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  282",",,C","  101",",,C"
"CA003012228","1986-05-21","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   63",",,C","    0",",,C","    0",",,C","  104",",,C","   70",",,C"
"CA003012228","1986-05-22","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  100",",,C","   28",",,C"
"CA003012228","1986-05-23","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  177",",,C","   25",",,C"
"CA003012228","1986-05-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  230",",,C","   67",",,C"
"CA003012228","1986-05-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  280",",,C","   99",",,C"
"CA003012228","1986-05-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  318",",,C","  119",",,C"
"CA003012228","1986-05-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  259",",,C","  152",",,C"
"CA003012228","1986-05-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  299",",,C","  125",",,C"
"CA003012228","1986-05-29","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  300",",,C","  138",",,C"
"CA003012228","1986-05-30","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  310",",,C","  106",",,C"
"CA003012228","1986-05-31","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  248",",,C","   93",",,C"
"CA003012228","1986-06-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  286",",,C","  128",",,C"
"CA003012228","1986-06-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  230",",,C","  102",",,C"
"CA003012228","1986-06-03","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  189",",,C","   37",",,C"
"CA003012228","1986-06-04","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  192",",,C","   64",",,C"
"CA003012228","1986-06-05","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  209",",,C","   22",",,C"
"CA003012228","1986-06-06","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  237",",,C","   75",",,C"
"CA003012228","1986-06-07","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   30",",,C","    0",",,C","    0",",,C","  240",",,C","   32",",,C"
"CA003012228","1986-06-08","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    3",",,C","    0",",,C","    0",",,C","  221",",,C","   89",",,C"
"CA003012228","1986-06-09","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  230",",,C","   99",",,C"
"CA003012228","1986-06-10","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   60",",,C","    0",",,C","    0",",,C","  260",",,C","  113",",,C"
"CA003012228","1986-06-11","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    5",",,C","    0",",,C","    0",",,C","  156",",,C","   76",",,C"
"CA003012228","1986-06-12","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  181",",,C","   45",",,C"
"CA003012228","1986-06-13","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  165",",,C","   29",",,C"
"CA003012228","1986-06-14","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   60",",,C","    0",",,C","    0",",,C","  193",",,C","   92",",,C"
"CA003012228","1986-06-15","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  100",",,C","    0",",,C","    0",",,C","  109",",,C","   87",",,C"
"CA003012228","1986-06-16","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  189",",,C","   30",",,C"
"CA003012228","1986-06-17","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  267",",,C","   67",",,C"
"CA003012228","1986-06-18","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  190",",,C","    0",",,C","    0",",,C","  218",",,C","  100",",,C"
"CA003012228","1986-06-19","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  138",",,C","    0",",,C","    0",",,C","  169",",,C","   71",",,C"
"CA003012228","1986-06-20","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  210",",,C","   62",",,C"
"CA003012228","1986-06-21","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  218",",,C","  118",",,C"
"CA003012228","1986-06-22","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    2",",,C","    0",",,C","    0",",,C","  230",",,C","   92",",,C"
"CA003012228","1986-06-23","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  118",",,C","    0",",,C","    0",",,C","  248",",,C","  111",",,C"
"CA003012228","1986-06-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   70",",,C","    0",",,C","    0",",,C","  212",",,C","  102",",,C"
"CA003012228","1986-06-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   16",",,C","    0",",,C","    0",",,C","  184",",,C","   82",",,C"
"CA003012228","1986-06-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  179",",,C","   58",",,C"
"CA003012228","1986-06-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  210",",,C","   56",",,C"
"CA003012228","1986-06-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    6",",,C","    0",",,C","    0",",,C","  229",",,C","   51",",,C"
"CA003012228","1986-06-29","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   12",",,C","    0",",,C","    0",",,C","  179",",,C","  126",",,C"
"CA003012228","1986-06-30","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    3",",,C","    0",",,C","    0",",,C","  207",",,C","   88",",,C"
"CA003012228","1986-07-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  244",",,C","   64",",,C"
"CA003012228","1986-07-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   45",",,C","    0",",,C","    0",",,C","  228",",,C","  128",",,C"
"CA003012228","1986-07-03","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  201",",,C","   70",",,C"
"CA003012228","1986-07-04","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   62",",,C","    0",",,C","    0",",,C","  185",",,C","   87",",,C"
"CA003012228","1986-07-05","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    6",",,C","    0",",,C","    0",",,C","  172",",,C","   82",",,C"
"CA003012228","1986-07-06","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    3",",,C","    0",",,C","    0",",,C","  192",",,C","   61",",,C"
"CA003012228","1986-07-07","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    3",",,C","    0",",,C","    0",",,C","  219",",,C","   92",",,C"
"CA003012228","1986-07-08","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  168",",,C","    0",",,C","    0",",,C","  249",",,C","   76",",,C"
"CA003012228","1986-07-09","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  101",",,C","    0",",,C","    0",",,C","  190",",,C","  133",",,C"
"CA003012228","1986-07-10","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  202",",,C","    0",",,C","    0",",,C","  212",",,C","  132",",,C"
"CA003012228","1986-07-11","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  176",",,C","    0",",,C","    0",",,C","  168",",,C","  122",",,C"
"CA003012228","1986-07-12","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  124",",,C","    0",",,C","    0",",,C","  144",",,C","  115",",,C"
"CA003012228","1986-07-13","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   56",",,C","    0",",,C","    0",",,C","  145",",,C","  110",",,C"
"CA003012228","1986-07-14","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  197",",,C","  115",",,C"
"CA003012228","1986-07-15","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  220",",,C","    0",",,C","    0",",,C","  178",",,C","   90",",,C"
"CA003012228","1986-07-16","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  156",",,C","    0",",,C","    0",",,C","  162",",,C","  107",",,C"
"CA003012228","1986-07-17","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  337",",,C","    0",",,C","    0",",,C","  143",",,C","  120",",,C"
"CA003012228","1986-07-18","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   14",",,C","    0",",,C","    0",",,C","  201",",,C","  115",",,C"
"CA003012228","1986-07-19","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  212",",,C","  113",",,C"
"CA003012228","1986-07-20","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  261",",,C","   82",",,C"
"CA003012228","1986-07-21","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  263",",,C","  125",",,C"
"CA003012228","1986-07-22","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  261",",,C","  130",",,C"
"CA003012228","1986-07-23","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    6",",,C","    0",",,C","    0",",,C","  170",",,C","  116",",,C"
"CA003012228","1986-07-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  218",",,C","  108",",,C"
"CA003012228","1986-07-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  210",",,C","   95",",,C"
"CA003012228","1986-07-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  250",",,C","    0",",,C","    0",",,C","  198",",,C","   83",",,C"
"CA003012228","1986-07-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    2",",,C","    0",",,C","    0",",,C","  185",",,C","   83",",,C"
"CA003012228","1986-07-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  193",",,C","   69",",,C"
"CA003012228","1986-07-29","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    6",",,C","    0",",,C","    0",",,C","  177",",,C","   66",",,C"
"CA003012228","1986-07-30","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   78",",,C","    0",",,C","    0",",,C","  195",",,C","   87",",,C"
"CA003012228","1986-07-31","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  213",",,C","  101",",,C"
"CA003012228","1986-08-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  250",",,C","  106",",,C"
"CA003012228","1986-08-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  265",",,C","  115",",,C"
"CA003012228","1986-08-03","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   52",",,C","    0",",,C","    0",",,C","  274",",,C","  110",",,C"
"CA003012228","1986-08-04","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   40",",,C","    0",",,C","    0",",,C","  220",",,C","  121",",,C"
"CA003012228","1986-08-05","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   72",",,C","    0",",,C","    0",",,C","  183",",,C","  114",",,C"
"CA003012228","1986-08-06","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  236",",,C","  112",",,C"
"CA003012228","1986-08-07","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  260",",,C","  142",",,C"
"CA003012228","1986-08-08","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  200",",,C","  130",",,C"
"CA003012228","1986-08-09","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  196",",,C","   78",",,C"
"CA003012228","1986-08-10","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  240",",,C","   68",",,C"
"CA003012228","1986-08-11","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  278",",,C","   85",",,C"
"CA003012228","1986-08-12","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  261",",,C","  110",",,C"
"CA003012228","1986-08-13","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  244",",,C","  110",",,C"
"CA003012228","1986-08-14","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  210",",,C","  139",",,C"
"CA003012228","1986-08-15","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  185",",,C","   57",",,C"
"CA003012228","1986-08-16","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  193",",,C","   58",",,C"
"CA003012228","1986-08-17","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  255",",,C","   55",",,C"
"CA003012228","1986-08-18","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  290",",,C","   75",",,C"
"CA003012228","1986-08-19","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  174",",,C","   92",",,C"
"CA003012228","1986-08-20","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  216",",,C","   48",",,C"
"CA003012228","1986-08-21","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  190",",,C","   90",",,C"
"CA003012228","1986-08-22","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  227",",,C","   28",",,C"
"CA003012228","1986-08-23","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  252",",,C","   52",",,C"
"CA003012228","1986-08-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   16",",,C","    0",",,C","    0",",,C","  167",",,C","  100",",,C"
"CA003012228","1986-08-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  170",",,C","   55",",,C"
"CA003012228","1986-08-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  218",",,C","   37",",,C"
"CA003012228","1986-08-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  255",",,C","   62",",,C"
"CA003012228","1986-08-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  286",",,C","   86",",,C"
"CA003012228","1986-08-29","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  244",",,C","  120",",,C"
"CA003012228","1986-08-30","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  218",",,C","   96",",,C"
"CA003012228","1986-08-31","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  212",",,C","   30",",,C"
"CA003012228","1986-09-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  199",",,C","  109",",,C"
"CA003012228","1986-09-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   10",",,C","    0",",,C","    0",",,C","  205",",,C","  105",",,C"
"CA003012228","1986-09-03","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  179",",,C","   77",",,C"
"CA003012228","1986-09-04","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  130",",,C","   64",",,C"
"CA003012228","1986-09-05","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  138",",,C","   16",",,C"
"CA003012228","1986-09-06","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  168",",,C","  -22",",,C"
"CA003012228","1986-09-07","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  178",",,C","  -18",",,C"
"CA003012228","1986-09-08","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","  188",",,C","   -1",",,C"
"CA003012228","1986-09-09","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  201",",,C","   31",",,C"
"CA003012228","1986-09-10","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  273",",,C","    0",",,C","    0",",,C","  162",",,C","   20",",,C"
"CA003012228","1986-09-11","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  219",",,C","    0",",,C","    0",",,C","   64",",,C","   38",",,C"
"CA003012228","1986-09-12","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   61",",,C","   -5",",,C"
"CA003012228","1986-09-13","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   97",",,C","  -28",",,C"
"CA003012228","1986-09-14","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","   75",",,C","    8",",,C"
"CA003012228","1986-09-15","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0","T,,C","    0",",,C","    0",",,C","   92",",,C","   48",",,C"
"CA003012228","1986-09-16","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   93",",,C","   42",",,C"
"CA003012228","1986-09-17","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   99",",,C","   36",",,C"
"CA003012228","1986-09-18","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  127",",,C","  -31",",,C"
"CA003012228","1986-09-19","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  142",",,C","  -28",",,C"
"CA003012228","1986-09-20","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","  108",",,C","    7",",,C"
"CA003012228","1986-09-21","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  157",",,C","  -31",",,C"
"CA003012228","1986-09-22","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  188",",,C","   49",",,C"
"CA003012228","1986-09-23","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  169",",,C","   82",",,C"
"CA003012228","1986-09-24","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    4",",,C","    0",",,C","    0",",,C","  182",",,C","   35",",,C"
"CA003012228","1986-09-25","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   95",",,C","    0",",,C","    0",",,C","   95",",,C","   58",",,C"
"CA003012228","1986-09-26","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","  190",",,C","    0",",,C","    0",",,C","   65",",,C","   12",",,C"
"CA003012228","1986-09-27","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   42",",,C","    0",",,C","    0",",,C","   68",",,C","   27",",,C"
"CA003012228","1986-09-28","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   15",",,C","    0",",,C","    0",",,C","   92",",,C","   25",",,C"
"CA003012228","1986-09-29","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   23",",,C","    0",",,C","    0",",,C","  133",",,C","   16",",,C"
"CA003012228","1986-09-30","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","   38",",,C","    0",",,C","    0",",,C","   70",",,C","   63",",,C"
"CA003012228","1986-10-01","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    8",",,C","    0","T,,C","    0",",,C","   46",",,C","   -4",",,C"
"CA003012228","1986-10-02","53.6667","-113.85","688.0","EDMONTON VILLENEUVE A, AB CA","    0",",,C","    0",",,C","    0",",,C","   62",",,C","  -55",",,C"
