"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00506769","1968-10-18","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  127",",,0","   11",",,0","  -44",",,0",,,,,,,,,,,,,,,"   -6",",,0",,
"USC00506769","1968-10-19","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  127",",,0","  -11",",,0","  -94",",,0",,,,,,,,,,,,,,,"  -28",",,0",,
"USC00506769","1968-10-20","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  127",",,0","    6",",,0","  -89",",,0",,,,,,,,,,,,,,,"  -44",",,0",,
"USC00506769","1968-10-21","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  127",",,0","  -17",",,0","  -56",",,0",,,,,,,,,,,,,,,"  -17",",,0",,
"USC00506769","1968-10-22","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   22",",,0","  -50",",,0",,,,,,,,,,,,,,,"   22",",,0",,
"USC00506769","1968-10-23","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   22",",,0","  -72",",,0",,,,,,,,,,,,,,,"  -22",",,0",,
"USC00506769","1968-10-24","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   22",",,0","  -61",",,0",,,,,,,,,,,,,,,"   22",",,0",,
"USC00506769","1968-10-25","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   72",",,0","  -61",",,0",,,,,,,,,,,,,,,"    6",",,0",,
"USC00506769","1968-10-26","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   39",",,0","  -28",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1968-10-27","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   22",",,0","  -50",",,0",,,,,,,,,,,,,,,"   11",",,0",,
"USC00506769","1968-10-28","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   17",",,0","  -67",",,0",,,,,,,,,,,,,,,"   11",",,0",,
"USC00506769","1968-10-29","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","   17",",,0","  -94",",,0",,,,,,,,,,,,,,,"  -44",",,0",,
"USC00506769","1968-10-30","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    5",",,0","    8",",,0","  102",",,0","  -11",",,0","  -50",",,0",,,,,,,,,,,,,,,"  -11",",,0",,
"USC00506769","1968-10-31","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  102",",,0","    6",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -39",",,0",,
"USC00506769","1968-12-01","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -139",",,0"," -222",",,0",,,,,,,,,,,,,,," -178",",,0",,
"USC00506769","1968-12-02","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   30",",,0","   38",",,0","  330",",,0"," -122",",,0"," -189",",,0",,,,,,,,,,,,,,," -128",",,0",,
"USC00506769","1968-12-03","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  330",",,0"," -128",",,0"," -206",",,0",,,,,,,,,,,,,,," -178",",,0",,
"USC00506769","1968-12-04","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -156",",,0"," -200",",,0",,,,,,,,,,,,,,," -167",",,0",,
"USC00506769","1968-12-05","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -156",",,0"," -239",",,0",,,,,,,,,,,,,,," -172",",,0",,
"USC00506769","1968-12-06","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -178",",,0"," -250",",,0",,,,,,,,,,,,,,," -217",",,0",,
"USC00506769","1968-12-07","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -194",",,0"," -256",",,0",,,,,,,,,,,,,,," -233",",,0",,
"USC00506769","1968-12-08","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -200",",,0"," -250",",,0",,,,,,,,,,,,,,," -206",",,0",,
"USC00506769","1968-12-09","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -178",",,0"," -239",",,0",,,,,,,,,,,,,,," -194",",,0",,
"USC00506769","1968-12-10","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -178",",,0"," -239",",,0",,,,,,,,,,,,,,," -172",",,0",,
"USC00506769","1968-12-11","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -144",",,0"," -228",",,0",,,,,,,,,,,,,,," -139",",,0",,
"USC00506769","1968-12-12","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -28",",,0"," -150",",,0",,,,,,,,,,,,,,,"  -78",",,0",,
"USC00506769","1968-12-13","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -39",",,0"," -150",",,0",,,,,,,,,,,,,,,"  -89",",,0",,
"USC00506769","1968-12-14","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -72",",,0"," -133",",,0",,,,,,,,,,,,,,,"  -78",",,0",,
"USC00506769","1968-12-15","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   25",",,0","   38",",,0","  330",",,0","  -39",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -39",",,0",,
"USC00506769","1968-12-16","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    5",",,0","    0",",,0","  305",",,0","   56",",,0"," -128",",,0",,,,,,,,,,,,,,,"  -83",",,0",,
"USC00506769","1968-12-17","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -67",",,0"," -172",",,0",,,,,,,,,,,,,,," -128",",,0",,
"USC00506769","1968-12-18","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  305",",,0"," -122",",,0"," -172",",,0",,,,,,,,,,,,,,," -128",",,0",,
"USC00506769","1968-12-19","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  305",",,0","  -67",",,0"," -128",",,0",,,,,,,,,,,,,,,"  -67",",,0",,
"USC00506769","1968-12-20","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  305",",,0","  -56",",,0","  -94",",,0",,,,,,,,,,,,,,,"  -67",",I,0",,
"USC00506769","1968-12-21","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -78",",I,0"," -156",",,0",,,,,,,,,,,,,,," -106",",,0",,
"USC00506769","1968-12-22","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -94",",,0"," -178",",,0",,,,,,,,,,,,,,," -150",",,0",,
"USC00506769","1968-12-23","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -133",",,0"," -200",",,0",,,,,,,,,,,,,,," -150",",,0",,
"USC00506769","1968-12-24","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -106",",,0"," -178",",,0",,,,,,,,,,,,,,," -111",",,0",,
"USC00506769","1968-12-25","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -94",",,0"," -156",",,0",,,,,,,,,,,,,,," -111",",,0",,
"USC00506769","1968-12-26","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -89",",,0"," -178",",,0",,,,,,,,,,,,,,," -111",",,0",,
"USC00506769","1968-12-27","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -94",",,0"," -156",",,0",,,,,,,,,,,,,,," -111",",,0",,
"USC00506769","1968-12-28","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -94",",,0"," -178",",,0",,,,,,,,,,,,,,," -144",",,0",,
"USC00506769","1968-12-29","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -94",",,0"," -161",",,0",,,,,,,,,,,,,,," -111",",,0",,
"USC00506769","1968-12-30","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -111",",,0"," -156",",,0",,,,,,,,,,,,,,," -139",",,0",,
"USC00506769","1968-12-31","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   25",",,0","   38",",,0","  356",",,0"," -122",",,0"," -233",",,0",,,,,,,,,,,,,,," -161",",,0",,
"USC00506769","1969-01-01","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0"," -167",",,0"," -261",",,0",,,,,,,,,,,,,,," -172",",,0",,
"USC00506769","1969-01-02","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0"," -167",",,0"," -278",",,0",,,,,,,,,,,,,,," -183",",I,0",,
"USC00506769","1969-01-03","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0"," -194",",I,0"," -272",",,0",,,,,,,,,,,,,,," -200",",,0",,
"USC00506769","1969-01-04","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   13",",,0","    0",",,0","  356",",,0"," -189",",,0"," -222",",,0",,,,,,,,,,,,,,," -206",",,0",,
"USC00506769","1969-01-05","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0"," -206",",,0"," -250",",,0",,,,,,,,,,,,,,," -217",",,0",,
"USC00506769","1969-01-06","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0"," -183",",,0"," -239",",,0",,,,,,,,,,,,,,," -194",",,0",,
"USC00506769","1969-01-07","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0"," -156",",,0"," -211",",,0",,,,,,,,,,,,,,," -161",",,0",,
"USC00506769","1969-01-08","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -133",",,0"," -183",",,0",,,,,,,,,,,,,,," -156",",,0",,
"USC00506769","1969-01-09","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -111",",,0"," -178",",,0",,,,,,,,,,,,,,," -122",",,0",,
"USC00506769","1969-01-10","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -106",",,0"," -233",",,0",,,,,,,,,,,,,,," -167",",,0",,
"USC00506769","1969-01-11","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0"," -128",",,0"," -222",",,0",,,,,,,,,,,,,,," -144",",,0",,
"USC00506769","1969-01-12","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  305",",,0","  -94",",,0"," -183",",,0",,,,,,,,,,,,,,," -161",",,0",,
"USC00506769","1969-01-13","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -144",",,0"," -222",",,0",,,,,,,,,,,,,,," -183",",,0",,
"USC00506769","1969-01-14","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -150",",,0"," -228",",,0",,,,,,,,,,,,,,," -161",",,0",,
"USC00506769","1969-01-15","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -133",",,0"," -222",",,0",,,,,,,,,,,,,,," -167",",,0",,
"USC00506769","1969-01-16","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -139",",,0"," -217",",,0",,,,,,,,,,,,,,," -172",",,0",,
"USC00506769","1969-01-17","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -156",",,0"," -211",",,0",,,,,,,,,,,,,,," -156",",,0",,
"USC00506769","1969-01-18","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -117",",,0"," -200",",,0",,,,,,,,,,,,,,," -117",",,0",,
"USC00506769","1969-01-19","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -106",",,0"," -189",",,0",,,,,,,,,,,,,,," -117",",,0",,
"USC00506769","1969-01-20","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -122",",,0"," -206",",,0",,,,,,,,,,,,,,," -128",",,0",,
"USC00506769","1969-01-21","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  279",",,0"," -100",",,0"," -150",",,0",,,,,,,,,,,,,,,"  -94",",,0",,
"USC00506769","1969-01-22","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   36",",,0","   76",",,0","  356",",,0","  -78",",,0"," -117",",,0",,,,,,,,,,,,,,,"  -83",",,0",,
"USC00506769","1969-01-23","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0","  -67",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -94",",,0",,
"USC00506769","1969-01-24","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0","  -78",",,0"," -167",",,0",,,,,,,,,,,,,,," -111",",,0",,
"USC00506769","1969-01-25","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -106",",,0"," -200",",,0",,,,,,,,,,,,,,," -122",",,0",,
"USC00506769","1969-01-26","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -117",",,0"," -194",",,0",,,,,,,,,,,,,,," -178",",,0",,
"USC00506769","1969-01-27","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0"," -128",",,0"," -178",",,0",,,,,,,,,,,,,,," -139",",,0",,
"USC00506769","1969-01-28","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0","  -78",",,0"," -183",",,0",,,,,,,,,,,,,,,"  -83",",,0",,
"USC00506769","1969-01-29","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0","T,,0","  330",",,0","  -50",",,0"," -144",",,0",,,,,,,,,,,,,,," -100",",,0",,
"USC00506769","1969-01-30","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   46",",,0","   64",",,0","  406",",,0","  -56",",,0"," -100",",,0",,,,,,,,,,,,,,,"  -72",",,0",,
"USC00506769","1969-01-31","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    5",",,0","   13",",,0","  406",",,0","  -50",",,0"," -139",",,0",,,,,,,,,,,,,,,"  -83",",,0",,
"USC00506769","1969-02-01","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0","  -78",",,0"," -100",",,0",,,,,,,,,,,,,,,"  -78",",,0",,
"USC00506769","1969-02-02","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0","T,,0","  432",",,0","  -78",",,0"," -167",",,0",,,,,,,,,,,,,,," -122",",,0",,
"USC00506769","1969-02-03","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0"," -128",",,0"," -244",",,0",,,,,,,,,,,,,,," -139",",,0",,
"USC00506769","1969-02-04","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0"," -133",",,0"," -244",",,0",,,,,,,,,,,,,,," -161",",,0",,
"USC00506769","1969-02-05","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0"," -161",",,0"," -256",",,0",,,,,,,,,,,,,,," -200",",,0",,
"USC00506769","1969-02-06","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    5",",,0","   13",",,0","  432",",,0","  -89",",,0"," -200",",,0",,,,,,,,,,,,,,," -111",",,0",,
"USC00506769","1969-02-07","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  432",",,0","  -61",",,0"," -128",",,0",,,,,,,,,,,,,,,"  -78",",,0",,
"USC00506769","1969-02-08","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  432",",,0","  -61",",,0"," -178",",,0",,,,,,,,,,,,,,," -139",",,0",,
"USC00506769","1969-02-09","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  432",",,0"," -117",",,0"," -194",",,0",,,,,,,,,,,,,,," -139",",,0",,
"USC00506769","1969-02-10","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  432",",,0","  -72",",,0"," -167",",,0",,,,,,,,,,,,,,,"  -72",",,0",,
"USC00506769","1969-02-11","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   43",",,0","   51",",,0","  457",",,0","  -33",",,0"," -128",",,0",,,,,,,,,,,,,,,"  -33",",,0",,
"USC00506769","1969-02-12","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   28",",,0","   38",",,0","  483",",,0","  -28",",,0","  -78",",,0",,,,,,,,,,,,,,,"  -67",",,0",,
"USC00506769","1969-02-13","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  483",",,0","  -22",",,0","  -83",",,0",,,,,,,,,,,,,,,"  -28",",,0",,
"USC00506769","1969-02-14","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  457",",,0","   -6",",,0","  -61",",,0",,,,,,,,,,,,,,,"  -22",",,0",,
"USC00506769","1969-02-15","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  457",",,0","    0",",,0"," -144",",,0",,,,,,,,,,,,,,,"  -67",",,0",,
"USC00506769","1969-02-16","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  457",",,0","  -39",",,0"," -161",",,0",,,,,,,,,,,,,,,"  -94",",,0",,
"USC00506769","1969-02-17","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  457",",,0","  -56",",,0"," -128",",,0",,,,,,,,,,,,,,,"  -78",",,0",,
"USC00506769","1969-02-18","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  457",",,0","   17",",,0","  -78",",,0",,,,,,,,,,,,,,,"  -17",",,0",,
"USC00506769","1969-02-19","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  432",",,0","   39",",,0","  -33",",,0",,,,,,,,,,,,,,,"   11",",,0",,
"USC00506769","1969-02-20","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    5",",,0","   13",",,0","  457",",,0","   44",",,0","  -67",",,0",,,,,,,,,,,,,,,"   -6",",,0",,
"USC00506769","1969-02-21","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   51",",,0","   38",",,0","  483",",,0","   -6",",,0","  -78",",,0",,,,,,,,,,,,,,,"   -6",",,0",,
"USC00506769","1969-02-22","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  483",",,0","    0",",,0"," -106",",,0",,,,,,,,,,,,,,,"  -28",",,0",,
"USC00506769","1969-02-23","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  457",",,0","  -11",",,0"," -139",",,0",,,,,,,,,,,,,,,"  -50",",,0",,
"USC00506769","1969-02-24","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  457",",,0","  -22",",,0"," -122",",,0",,,,,,,,,,,,,,,"  -61",",,0",,
"USC00506769","1969-02-25","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   10",",,0","    8",",,0","  457",",,0","   -6",",,0","  -61",",,0",,,,,,,,,,,,,,,"  -22",",,0",,
"USC00506769","1969-02-26","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","   43",",,0","   64",",,0","  533",",,0","   67",",,0","  -17",",,0",,,,,,,,,,,,,,,"   61",",,0",,
"USC00506769","1969-02-27","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  457",",,0","   78",",,0","  -28",",,0",,,,,,,,,,,,,,,"   72",",,0",,
"USC00506769","1969-02-28","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  432",",,0","   72",",,0","    0",",,0",,,,,,,,,,,,,,,"   56",",,0",,
"USC00506769","1969-03-01","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  432",",,0","   72",",,0","  -56",",,0",,,,,,,,,,,,,,,"   22",",,0",,
"USC00506769","1969-03-02","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0","   33",",,0","  -89",",,0",,,,,,,,,,,,,,,"  -17",",,0",,
"USC00506769","1969-03-03","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0","   17",",,0"," -111",",,0",,,,,,,,,,,,,,,"  -44",",,0",,
"USC00506769","1969-03-04","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0","    0",",,0","  -78",",,0",,,,,,,,,,,,,,,"   -6",",,0",,
"USC00506769","1969-03-05","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0","   28",",,0","  -94",",,0",,,,,,,,,,,,,,,"  -11",",,0",,
"USC00506769","1969-03-06","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  406",",,0","   56",",,0","  -44",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1969-03-07","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","   67",",,0","  -33",",,0",,,,,,,,,,,,,,,"   56",",,0",,
"USC00506769","1969-03-08","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","   61",",,0","  -50",",,0",,,,,,,,,,,,,,,"    6",",,0",,
"USC00506769","1969-03-09","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","   61",",,0","  -28",",,0",,,,,,,,,,,,,,,"   17",",,0",,
"USC00506769","1969-03-10","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","   44",",,0","  -33",",,0",,,,,,,,,,,,,,,"   28",",,0",,
"USC00506769","1969-03-11","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","   72",",,0","  -44",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1969-03-12","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","   33",",,0","  -50",",,0",,,,,,,,,,,,,,,"   28",",,0",,
"USC00506769","1969-03-13","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","   33",",,0","  -89",",,0",,,,,,,,,,,,,,,"    0",",,0",,
"USC00506769","1969-03-14","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  381",",,0","   11",",,0"," -106",",,0",,,,,,,,,,,,,,,"  -28",",,0",,
"USC00506769","1969-03-15","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  381",",,0","    0",",,0"," -167",",,0",,,,,,,,,,,,,,,"  -67",",,0",,
"USC00506769","1969-03-16","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0","  -28",",,0"," -161",",,0",,,,,,,,,,,,,,,"  -67",",,0",,
"USC00506769","1969-03-17","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0","  -44",",,0"," -150",",,0",,,,,,,,,,,,,,,"  -72",",,0",,
"USC00506769","1969-03-18","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0","  -39",",,0"," -128",",,0",,,,,,,,,,,,,,,"  -44",",,0",,
"USC00506769","1969-03-19","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0","  -17",",,0","  -89",",,0",,,,,,,,,,,,,,,"  -39",",,0",,
"USC00506769","1969-03-20","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0","   39",",,0","  -44",",,0",,,,,,,,,,,,,,,"   33",",,0",,
"USC00506769","1969-03-21","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  356",",,0","   39",",,0","    0",",,0",,,,,,,,,,,,,,,"   28",",,0",,
"USC00506769","1969-03-22","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0","T,,0","    0",",,0","  356",",,0","   50",",,0","   -6",",,0",,,,,,,,,,,,,,,"   33",",,0",,
"USC00506769","1969-03-23","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  356",",,0","   61",",,0","  -17",",,0",,,,,,,,,,,,,,,"   44",",,0",,
"USC00506769","1969-03-24","61.23333","-149.71667","113.1","OIL WELL ROAD E P, AK US","    0",",,0","    0",",,0","  330",",,0","   39",",,0","  -28",",,0",,,,,,,,,,,,,,,"   28",",,0",,
