"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00422252","1975-09-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  294",",,0","   94",",,0",,,,,,,,,"  144",",,0,0800",,,,,,
"USC00422252","1975-09-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  244",",,0","  111",",,0",,,,,,,,,"  128",",,0,0800",,,,,,
"USC00422252","1975-09-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0",,,,,,,,,,,,,,,,,,
"USC00422252","1975-09-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0",,,"  106",",,0",,,,,,,,,"  128",",,0,0800",,,,,,
"USC00422252","1975-09-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   69",",,0,0800","    0",",,0","    0",",,0","  244",",,0","  100",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00422252","1975-09-12","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   78",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00422252","1975-09-13","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0",",,0","    0",",,0","  211",",,0","  111",",,0",,,,,,,,,"  122",",,0,0800",,,,,,
"USC00422252","1975-09-14","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  233",",,0","  111",",,0",,,,,,,,,"  172",",,0,0800",,,,,,
"USC00422252","1975-09-15","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    5",",,0,0800","    0",",,0","    0",",,0","  178",",,0","   83",",,0",,,,,,,,,"  117",",,0,0800",,,,,,
"USC00422252","1975-09-16","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  239",",,0","   83",",,0",,,,,,,,,"   94",",,0,0800",,,,,,
"USC00422252","1975-09-17","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0","   94",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00422252","1975-09-18","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0","   89",",,0",,,,,,,,,"  100",",,0,0800",,,,,,
"USC00422252","1975-09-19","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0","   39",",,0",,,,,,,,,"  133",",,0,0800",,,,,,
"USC00422252","1975-09-20","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  250",",,0","    6",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00422252","1975-09-21","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","    6",",,0",,,,,,,,,"  111",",,0,0800",,,,,,
"USC00422252","1975-09-22","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  189",",,0","    0",",,0",,,,,,,,,"   78",",,0,0800",,,,,,
"USC00422252","1975-09-23","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  172",",,0","   17",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00422252","1975-09-24","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","   33",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1975-09-25","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  244",",,0","   39",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00422252","1975-09-26","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  267",",,0","   67",",,0",,,,,,,,,"   89",",,0,0800",,,,,,
"USC00422252","1975-09-27","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0","   28",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00422252","1975-09-28","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  217",",,0","   33",",,0",,,,,,,,,"  133",",,0,0800",,,,,,
"USC00422252","1975-09-29","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  239",",,0","   72",",,0",,,,,,,,,"  144",",,0,0800",,,,,,
"USC00422252","1975-09-30","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  244",",,0","   33",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1975-10-01","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  206",",,0","   22",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1975-10-02","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","   44",",,0",,,,,,,,,"   61",",,0,0800",,,,,,
"USC00422252","1975-10-03","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  228",",,0","   56",",,0",,,,,,,,,"   67",",,0,0800",,,,,,
"USC00422252","1975-10-04","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  233",",,0","   61",",,0",,,,,,,,,"  100",",,0,0800",,,,,,
"USC00422252","1975-10-05","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  256",",,0","   78",",,0",,,,,,,,,"  206",",,0,0800",,,,,,
"USC00422252","1975-10-06","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  261",",,0","   56",",,0",,,,,,,,,"   61",",,0,0800",,,,,,
"USC00422252","1975-10-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  267",",,0","   61",",,0",,,,,,,,,"  156",",,0,0800",,,,,,
"USC00422252","1975-10-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0",,,"  -28",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1975-10-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0","T,,0","    0",",,0","  106",",,0","  -28",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00422252","1975-10-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  133",",,0","  -17",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1975-10-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  217",",,0","  -11",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1975-10-12","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  228",",,0","   22",",,0",,,,,,,,,"  133",",,0,0800",,,,,,
"USC00422252","1975-10-13","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","    6",",,0",,,,,,,,,"   33",",,0,0800",,,,,,
"USC00422252","1975-10-14","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  194",",,0","   11",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1975-10-15","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  139",",,0","  -22",",,0",,,,,,,,,"   61",",,0,0800",,,,,,
"USC00422252","1975-10-16","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  144",",,0","    6",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00422252","1975-10-17","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  189",",,0","   11",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00422252","1975-10-18","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  183",",,0","   11",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00422252","1975-10-19","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  178",",,0","   -6",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00422252","1975-10-20","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  200",",,0","  -17",",,0",,,,,,,,,,,,,,,,
"USC00422252","1975-10-21","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0",,,,,,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1975-10-22","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  222",",,0","   11",",,0",,,,,,,,,"  156",",,0,0800",,,,,,
"USC00422252","1975-10-23","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","  -17",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00422252","1975-10-24","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   33",",,0","  -89",",,0",,,,,,,,,"  -89",",,0,0800",,,,,,
"USC00422252","1975-10-25","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   28",",,0"," -106",",,0",,,,,,,,,"  -78",",,0,0800",,,,,,
"USC00422252","1975-10-26","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   39",",,0","  -78",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00422252","1975-10-27","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  111",",,0","  -22",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00422252","1975-10-28","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0","T,,0","    0",",,0","  100",",,0","  -56",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00422252","1975-10-29","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  100",",,0","  -50",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00422252","1975-10-30","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  111",",,0","  -39",",,0",,,,,,,,,"   11",",,0,0800",,,,,,
"USC00422252","1975-10-31","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    5",",,0,0800","    0",",,0","    0",",,0","  128",",,0","   11",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1975-11-01","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  133",",,0","  -28",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1975-11-02","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  133",",,0","  -39",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1975-11-03","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  128",",,0","  -17",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00422252","1975-11-04","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  139",",,0","  -28",",,0",,,,,,,,,"   44",",,0,0800",,,,,,
"USC00422252","1975-11-05","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  133",",,0","  -39",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00422252","1975-11-06","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  139",",,0","  -22",",,0",,,,,,,,,"   39",",,0,0800",,,,,,
"USC00422252","1975-11-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  167",",,0","   22",",,0",,,,,,,,,"   72",",,0,0800",,,,,,
"USC00422252","1975-11-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  161",",,0","    6",",,0",,,,,,,,,"   50",",,0,0800",,,,,,
"USC00422252","1975-11-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   13",",,0,0800","    0",",,0","    0",",,0","   89",",,0","  -39",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00422252","1975-11-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   50",",,0","  -67",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00422252","1975-11-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0","T,,0,0800","    0",",,0","    0",",,0","   61",",,0","  -61",",,0",,,,,,,,,"  -28",",,0,0800",,,,,,
"USC00422252","1975-11-12","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   22",",,0"," -111",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00422252","1975-11-13","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   28",",,0"," -117",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00422252","1975-11-14","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   56",",,0","  -94",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00422252","1975-11-15","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","  -83",",,0",,,,,,,,,"  -17",",,0,0800",,,,,,
"USC00422252","1975-11-16","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  106",",,0","  -61",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00422252","1975-11-17","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  100",",,0","  -33",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00422252","1975-11-18","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  100",",,0","  -11",",,0",,,,,,,,,"    0",",,0,0800",,,,,,
"USC00422252","1975-11-19","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   50",",,0","  -67",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00422252","1975-11-20","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   22",",,0"," -122",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00422252","1975-11-21","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   -6",",,0"," -128",",,0",,,,,,,,,"  -78",",,0,0800",,,,,,
"USC00422252","1975-11-22","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   39",",,0"," -128",",,0",,,,,,,,,"    6",",,0,0800",,,,,,
"USC00422252","1975-11-23","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   39",",,0","  -89",",,0",,,,,,,,,"  -17",",,0,0800",,,,,,
"USC00422252","1975-11-24","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   72",",,0","  -61",",,0",,,,,,,,,"   22",",,0,0800",,,,,,
"USC00422252","1975-11-25","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   78",",,0","  -72",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00422252","1975-11-26","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -17",",,0"," -144",",,0",,,,,,,,," -139",",,0,0800",,,,,,
"USC00422252","1975-11-27","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   30",",,0,0800",,,"   76",",,0","  -67",",,0"," -150",",,0",,,,,,,,,"  -72",",,0,0800",,,,,,
"USC00422252","1975-11-28","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   89",",,0,0800",,,"  152",",,0","  -28",",,0","  -78",",,0",,,,,,,,,"  -44",",,0,0800",,,,,,
"USC00422252","1975-11-29","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   28",",,0,0800",,,"  152",",,0","   17",",,0"," -106",",,0",,,,,,,,,"  -83",",,0,0800",,,,,,
"USC00422252","1975-11-30","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   76",",,0","   17",",,0"," -161",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00422252","1975-12-01","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","   76",",,0","   39",",,0","  -89",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00422252","1975-12-02","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   78",",,0","  -39",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00422252","1975-12-03","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   50",",,0","  -67",",,0",,,,,,,,,"  -22",",,0,0800",,,,,,
"USC00422252","1975-12-04","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   39",",,0","  -78",",,0",,,,,,,,,"  -50",",,0,0800",,,,,,
"USC00422252","1975-12-05","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   22",",,0","  -78",",,0",,,,,,,,,"  -39",",,0,0800",,,,,,
"USC00422252","1975-12-06","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   44",",,0","  -44",",,0",,,,,,,,,"   17",",,0,0800",,,,,,
"USC00422252","1975-12-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   50",",,0","  -61",",,0",,,,,,,,,"  -11",",,0,0800",,,,,,
"USC00422252","1975-12-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   28",",,0","  -67",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00422252","1975-12-09","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   44",",,0"," -100",",,0",,,,,,,,,"  -67",",,0,0800",,,,,,
"USC00422252","1975-12-10","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   17",",,0"," -117",",,0",,,,,,,,,"  -83",",,0,0800",,,,,,
"USC00422252","1975-12-11","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -33",",,0"," -106",",,0",,,,,,,,,"  -72",",,0,0800",,,,,,
"USC00422252","1975-12-12","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    3",",,0,0800","    0","T,,0","    0","T,,0","   11",",,0","  -72",",,0",,,,,,,,,"   -6",",,0,0800",,,,,,
"USC00422252","1975-12-13","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0","T,,0","    0",",,0"," -150",",,0",,,,,,,,,"  -33",",,0,0800",,,,,,
"USC00422252","1975-12-14","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   33",",,0",,,,,,,,,,,,,,,,,,
"USC00422252","1975-12-15","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0",,," -156",",,0",,,,,,,,," -122",",,0,0800",,,,,,
"USC00422252","1975-12-16","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   17",",,0"," -156",",,0",,,,,,,,," -111",",,0,0800",,,,,,
"USC00422252","1975-12-17","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   50",",,0"," -122",",,0",,,,,,,,," -122",",,0,0800",,,,,,
"USC00422252","1975-12-18","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -17",",,0"," -128",",,0",,,,,,,,," -117",",,0,0800",,,,,,
"USC00422252","1975-12-19","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -28",",,0"," -156",",,0",,,,,,,,," -117",",,0,0800",,,,,,
"USC00422252","1975-12-20","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -39",",,0"," -172",",,0",,,,,,,,," -128",",,0,0800",,,,,,
"USC00422252","1975-12-21","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -50",",,0"," -144",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00422252","1975-12-22","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -67",",,0"," -156",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00422252","1975-12-23","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -28",",,0"," -128",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00422252","1975-12-24","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -33",",,0"," -161",",,0",,,,,,,,," -128",",,0,0800",,,,,,
"USC00422252","1975-12-25","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -78",",,0"," -156",",,0",,,,,,,,,"  -94",",,0,0800",,,,,,
"USC00422252","1975-12-26","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","  -17",",,0"," -144",",,0",,,,,,,,,"  -94",",,0,0800",,,,,,
"USC00422252","1975-12-27","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   33",",,0"," -111",",,0",,,,,,,,,"   28",",,0,0800",,,,,,
"USC00422252","1975-12-28","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","   50",",,0"," -117",",,0",,,,,,,,,"  -78",",,0,0800",,,,,,
"USC00422252","1975-12-29","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","    6",",,0"," -156",",,0",,,,,,,,,"  -56",",,0,0800",,,,,,
"USC00422252","1975-12-30","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0","    0",",,0","    6",",,0"," -150",",,0",,,,,,,,," -133",",,0,0800",,,,,,
"USC00422252","1975-12-31","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    5",",,0,0800","   20",",,0","   25",",,0","  -28",",,0"," -133",",,0",,,,,,,,,"  -94",",,0,0800",,,,,,
"USC00422252","1976-01-01","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0",,,"  -39",",,0"," -167",",,0",,,,,,,,," -117",",,0,0800",,,,,,
"USC00422252","1976-01-02","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0",,," -106",",,0"," -239",",,0",,,,,,,,," -228",",,0,0800",,,,,,
"USC00422252","1976-01-03","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0",,," -133",",,0"," -228",",,0",,,,,,,,," -189",",,0,0800",,,,,,
"USC00422252","1976-01-04","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0",,," -106",",,0"," -200",",,0",,,,,,,,," -106",",,0,0800",,,,,,
"USC00422252","1976-01-05","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0",,,"  -72",",,0"," -178",",,0",,,,,,,,," -122",",,0,0800",,,,,,
"USC00422252","1976-01-06","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","   10",",,0,0800",,,"   76",",,0","  -61",",,0"," -128",",,0",,,,,,,,,"  -94",",,0,0800",,,,,,
"USC00422252","1976-01-07","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0",,,"  -11",",,0"," -150",",,0",,,,,,,,," -122",",,0,0800",,,,,,
"USC00422252","1976-01-08","40.2","-110.38333","1774.9","DUCHESNE AIRPORT, UT US","    0",",,0,0800","    0",",,0",,,"  -89",",,0"," -161",",,0",,,,,,,,," -117",",,0,0800",,,,,,
