"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00423182","1954-09-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","  150",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  139",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  250",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","  117",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","  119",",,0","    0",",,0","    0",",,0","  300",",,0","  117",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   81",",,0","    0",",,0","    0",",,0","  189",",,0","  111",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","  122",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","   89",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  278",",,0","  100",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-09-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-02","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  261",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-03","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-04","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  233",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-05","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-06","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  289",",,0","   94",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-07","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  294",",,0","  128",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-08","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  267",",,0","  133",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-09","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  300",",,0","  150",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-10","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","   78",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-11","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  228",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-12","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-13","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-14","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  244",",,0","   67",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  256",",,0","   72",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   56",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  222",",,0","   61",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   28",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US",,,"    0",",,0","    0",",,0","  178",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US",,,"    0",",,0","    0",",,0","   44",",,0","   11",",,0","    2",",,0",,,"  147",",,0",,,,,,,,,,,,,,,,
"USC00423182","1954-10-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   25",",,0","    0",",,0","    0",",,0","   89",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  106",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  122",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-10-31","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-02","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-03","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-04","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-05","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-06","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   22",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-07","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  183",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-08","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-09","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   33",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-10","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   50",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-11","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  217",",,0","   83",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-12","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   28",",,0","    0",",,0","    0",",,0","  106",",,0","   39",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-13","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   67",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-14","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  172",",,0","   44",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US",,,"    0",",,0","    0",",,0","  122",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US",,,"    0",",,0","    0",",,0","   94",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  117",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  117",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  133",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   78",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   94",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   28",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    5",",,0","    0","T,,0","    0",",,0","    6",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-11-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   28",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  111",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-02","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-03","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   81",",,0","    0",",,0","    0",",,0","  117",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-04","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   67",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-05","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  100",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-06","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   78",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-07","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   67",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-08","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   44",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-09","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   67",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-10","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   44",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-11","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   39",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-12","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   78",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-13","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   83",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-14","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   78",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  100",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   11",",,0","  -61",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   17",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","    0",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   11",",,0","  -67",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00423182","1954-12-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   44",",,0","  -56",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00423182","1954-12-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   17",",,0","  -89",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USC00423182","1954-12-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   17",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   33",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   44",",,0","  -28",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  -17",",,0","  -83",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  -17",",,0"," -100",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-28","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  -22",",,0"," -128",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-29","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","  -17",",,0","  -94",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-30","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0","    0",",,0","   33",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1954-12-31","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   76",",,0","   51",",,0","   51",",,0","   61",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-01","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"   72",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-02","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   76",",,0",,,"   25",",,0","   44",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-03","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"   11",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-04","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"   -6",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-05","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -22",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-06","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -33",",,0","  -94",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-07","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -50",",,0"," -139",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-08","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -89",",,0"," -200",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-09","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   51",",,0",,,"   51",",,0","  -22",",,0"," -156",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-10","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   25",",,0",,,"   51",",,0","   17",",,0"," -150",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-11","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"   17",",,0"," -178",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-12","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -67",",,0"," -194",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-13","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -11",",,0"," -189",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-14","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -33",",,0"," -206",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-15","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -22",",,0"," -200",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-16","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","   81",",,0",,,"  102",",,0","    6",",,0"," -183",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-17","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -44",",,0"," -200",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-18","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0",,,"   76",",,0","  -39",",,0"," -150",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-19","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"    6",",,0","  -83",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-20","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"   -6",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-21","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -17",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-22","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -28",",,0"," -144",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-23","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -39",",,0"," -150",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-24","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -22",",,0"," -144",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-25","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"    0",",,0"," -122",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-26","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -39",",,0"," -183",",,0",,,,,,,,,,,,,,,,,,,,,,
"USC00423182","1955-01-27","40.28333","-111.73333","1388.1","GENEVA STEEL, UT US","    0",",,0","    0",",,0",,,"  -39",",,0"," -206",",,0",,,,,,,,,,,,,,,,,,,,,,
