"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA002402354","2013-12-31","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -324",",,C"," -350",",,C",,,,,,
"CA002402354","2014-01-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -328",",,C"," -351",",,C",,,,,,
"CA002402354","2014-01-02","68.7833","-81.25","9.0","HALL BEACH, NU CA",,," -246",",,C"," -346",",,C",,,,,,
"CA002402354","2014-01-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -227",",,C"," -266",",,C",,,,,,
"CA002402354","2014-01-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -258",",,C"," -290",",,C",,,,,,
"CA002402354","2014-01-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -280",",,C"," -338",",,C",,,,,,
"CA002402354","2014-01-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -235",",,C"," -314",",,C",,,,,,
"CA002402354","2014-01-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -311",",,C"," -359",",,C",,,,,,
"CA002402354","2014-01-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -238",",,C"," -365",",,C",,,,,,
"CA002402354","2014-01-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -219",",,C"," -315",",,C",,,,,,
"CA002402354","2014-01-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -285",",,C"," -319",",,C",,,,,,
"CA002402354","2014-01-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -286",",,C"," -343",",,C",,,,,,
"CA002402354","2014-01-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -312",",,C"," -357",",,C",,,,,,
"CA002402354","2014-01-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -266",",,C"," -344",",,C",,,,,,
"CA002402354","2014-01-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    4",",,C"," -261",",,C"," -372",",,C",,,,,,
"CA002402354","2014-01-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -313",",,C"," -388",",,C",,,,,,
"CA002402354","2014-01-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -380",",,C"," -393",",,C",,,,,,
"CA002402354","2014-01-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -265",",,C"," -393",",,C",,,,,,
"CA002402354","2014-01-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -263",",,C"," -336",",,C",,,,,,
"CA002402354","2014-01-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -244",",,C"," -317",",,C",,,,,,
"CA002402354","2014-01-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -270",",,C"," -328",",,C",,,,,,
"CA002402354","2014-01-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -205",",,C"," -277",",,C",,,,,,
"CA002402354","2014-01-31","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -132",",,C"," -230",",,C",,,,,,
"CA002402354","2014-02-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -139",",,C"," -250",",,C",,,,,,
"CA002402354","2014-02-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -235",",,C"," -282",",,C",,,,,,
"CA002402354","2014-02-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -247",",,C"," -293",",,C",,,,,,
"CA002402354","2014-02-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -178",",,C"," -249",",,C",,,,,,
"CA002402354","2014-02-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -162",",,C"," -299",",,C",,,,,,
"CA002402354","2014-02-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    2",",,C"," -242",",,C"," -305",",,C",,,,,,
"CA002402354","2014-02-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -249",",,C"," -306",",,C",,,,,,
"CA002402354","2014-02-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -265",",,C"," -332",",,C",,,,,,
"CA002402354","2014-02-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -308",",,C"," -349",",,C",,,,,,
"CA002402354","2014-02-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -315",",,C"," -401",",,C",,,,,,
"CA002402354","2014-02-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -363",",,C"," -401",",,C",,,,,,
"CA002402354","2014-02-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    2",",,C"," -330",",,C"," -387",",,C",,,,,,
"CA002402354","2014-02-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -365",",,C"," -396",",,C",,,,,,
"CA002402354","2014-02-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -354",",,C"," -393",",,C",,,,,,
"CA002402354","2014-02-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -264",",,C"," -400",",,C",,,,,,
"CA002402354","2014-02-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    5",",,C"," -237",",,C"," -303",",,C",,,,,,
"CA002402354","2014-02-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -299",",,C"," -377",",,C",,,,,,
"CA002402354","2014-02-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -329",",,C"," -392",",,C",,,,,,
"CA002402354","2014-02-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -319",",,C"," -392",",,C",,,,,,
"CA002402354","2014-02-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -320",",,C"," -373",",,C",,,,,,
"CA002402354","2014-02-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -284",",,C"," -362",",,C",,,,,,
"CA002402354","2014-02-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -311",",,C"," -399",",,C",,,,,,
"CA002402354","2014-02-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    8",",,C"," -199",",,C"," -402",",,C",,,,,,
"CA002402354","2014-02-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -178",",,C"," -274",",,C",,,,,,
"CA002402354","2014-02-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -266",",,C"," -302",",,C",,,,,,
"CA002402354","2014-02-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","   31",",,C"," -122",",,C"," -280",",,C",,,,,,
"CA002402354","2014-03-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -136",",,C"," -270",",,C",,,,,,
"CA002402354","2014-03-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -221",",,C"," -276",",,C",,,,,,
"CA002402354","2014-03-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -226",",,C"," -331",",,C",,,,,,
"CA002402354","2014-03-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -196",",,C"," -283",",,C",,,,,,
"CA002402354","2014-03-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -212",",,C"," -283",",,C",,,,,,
"CA002402354","2014-03-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -262",",,C"," -300",",,C",,,,,,
"CA002402354","2014-03-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -272",",,C"," -366",",,C",,,,,,
"CA002402354","2014-03-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -300",",,C"," -379",",,C",,,,,,
"CA002402354","2014-03-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -311",",,C"," -371",",,C",,,,,,
"CA002402354","2014-03-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -281",",,C"," -370",",,C",,,,,,
"CA002402354","2014-03-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -304",",,C"," -384",",,C",,,,,,
"CA002402354","2014-03-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -317",",,C"," -388",",,C",,,,,,
"CA002402354","2014-03-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -289",",,C"," -370",",,C",,,,,,
"CA002402354","2014-03-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -254",",,C"," -324",",,C",,,,,,
"CA002402354","2014-03-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C"," -238",",,C"," -310",",,C",,,,,,
"CA002402354","2014-03-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -202",",,C"," -285",",,C",,,,,,
"CA002402354","2014-03-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -215",",,C"," -309",",,C",,,,,,
"CA002402354","2014-03-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -173",",,C"," -302",",,C",,,,,,
"CA002402354","2014-03-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -288",",,C"," -350",",,C",,,,,,
"CA002402354","2014-03-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -288",",,C"," -369",",,C",,,,,,
"CA002402354","2014-03-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -272",",,C"," -372",",,C",,,,,,
"CA002402354","2014-03-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -282",",,C"," -363",",,C",,,,,,
"CA002402354","2014-03-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -274",",,C"," -371",",,C",,,,,,
"CA002402354","2014-03-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -277",",,C"," -367",",,C",,,,,,
"CA002402354","2014-03-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -302",",,C"," -392",",,C",,,,,,
"CA002402354","2014-03-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -215",",,C"," -398",",,C",,,,,,
"CA002402354","2014-03-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -177",",,C"," -286",",,C",,,,,,
"CA002402354","2014-03-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -188",",,C"," -290",",,C",,,,,,
"CA002402354","2014-03-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -157",",,C"," -320",",,C",,,,,,
"CA002402354","2014-03-31","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -102",",,C"," -224",",,C",,,,,,
"CA002402354","2014-04-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -225",",,C"," -348",",,C",,,,,,
"CA002402354","2014-04-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0","T,,C"," -217",",,C"," -360",",,C",,,,,,
"CA002402354","2014-04-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    2",",,C"," -238",",,C"," -309",",,C",,,,,,
"CA002402354","2014-04-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -251",",,C"," -349",",,C",,,,,,
"CA002402354","2014-04-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -170",",,C"," -351",",,C",,,,,,
"CA002402354","2014-04-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -144",",,C"," -195",",,C",,,,,,
"CA002402354","2014-04-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -155",",,C"," -198",",,C",,,,,,
"CA002402354","2014-04-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -147",",,C"," -209",",,C",,,,,,
"CA002402354","2014-04-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -146",",,C"," -207",",,C",,,,,,
"CA002402354","2014-04-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -105",",,C"," -189",",,C",,,,,,
"CA002402354","2014-04-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -102",",,C"," -176",",,C",,,,,,
"CA002402354","2014-04-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -114",",,C"," -219",",,C",,,,,,
"CA002402354","2014-04-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -164",",,C"," -249",",,C",,,,,,
"CA002402354","2014-04-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -188",",,C"," -299",",,C",,,,,,
"CA002402354","2014-04-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -182",",,C"," -307",",,C",,,,,,
"CA002402354","2014-04-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -158",",,C"," -285",",,C",,,,,,
"CA002402354","2014-04-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -161",",,C"," -277",",,C",,,,,,
"CA002402354","2014-04-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -140",",,C"," -223",",,C",,,,,,
"CA002402354","2014-04-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -129",",,C"," -239",",,C",,,,,,
"CA002402354","2014-04-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -96",",,C"," -225",",,C",,,,,,
"CA002402354","2014-04-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -152",",,C"," -269",",,C",,,,,,
"CA002402354","2014-04-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -153",",,C"," -288",",,C",,,,,,
"CA002402354","2014-04-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -151",",,C"," -228",",,C",,,,,,
"CA002402354","2014-04-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -171",",,C"," -269",",,C",,,,,,
"CA002402354","2014-04-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -185",",,C"," -294",",,C",,,,,,
"CA002402354","2014-04-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -165",",,C"," -325",",,C",,,,,,
"CA002402354","2014-04-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -146",",,C"," -241",",,C",,,,,,
"CA002402354","2014-04-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -67",",,C"," -149",",,C",,,,,,
"CA002402354","2014-04-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","   13",",,C","   -6",",,C","  -74",",,C",,,,,,
"CA002402354","2014-04-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   -9",",,C","  -69",",,C",,,,,,
"CA002402354","2014-05-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -64",",,C"," -247",",,C",,,,,,
"CA002402354","2014-05-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -123",",,C"," -264",",,C",,,,,,
"CA002402354","2014-05-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C"," -110",",,C"," -198",",,C",,,,,,
"CA002402354","2014-05-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -90",",,C"," -207",",,C",,,,,,
"CA002402354","2014-05-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -76",",,C"," -208",",,C",,,,,,
"CA002402354","2014-05-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -65",",,C"," -135",",,C",,,,,,
"CA002402354","2014-05-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -45",",,C"," -128",",,C",,,,,,
"CA002402354","2014-05-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -43",",,C"," -157",",,C",,,,,,
"CA002402354","2014-05-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","  -34",",,C"," -184",",,C",,,,,,
"CA002402354","2014-05-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","   28",",,C","  -27",",,C"," -151",",,C",,,,,,
"CA002402354","2014-05-12","68.7833","-81.25","9.0","HALL BEACH, NU CA",,,"  -19",",,C"," -136",",,C",,,,,,
"CA002402354","2014-05-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -40",",,C","  -97",",,C",,,,,,
"CA002402354","2014-05-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -59",",,C"," -135",",,C",,,,,,
"CA002402354","2014-05-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -15",",,C"," -161",",,C",,,,,,
"CA002402354","2014-05-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -28",",,C","  -86",",,C",,,,,,
"CA002402354","2014-05-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -42",",,C"," -182",",,C",,,,,,
"CA002402354","2014-05-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -63",",,C"," -183",",,C",,,,,,
"CA002402354","2014-05-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -21",",,C"," -201",",,C",,,,,,
"CA002402354","2014-05-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   -8",",,C","  -34",",,C",,,,,,
"CA002402354","2014-05-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","   48",",,C","  -12",",,C","  -85",",,C",,,,,,
"CA002402354","2014-05-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","   13",",,C","  -23",",,C","  -62",",,C",,,,,,
"CA002402354","2014-05-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -15",",,C","  -43",",,C",,,,,,
"CA002402354","2014-05-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   -8",",,C","  -69",",,C",,,,,,
"CA002402354","2014-05-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    6",",,C","  -78",",,C",,,,,,
"CA002402354","2014-05-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    8",",,C","    1",",,C","  -75",",,C",,,,,,
"CA002402354","2014-05-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    0",",,C","  -81",",,C",,,,,,
"CA002402354","2014-05-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    3",",,C","  -57",",,C",,,,,,
"CA002402354","2014-05-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","   10",",,C","   13",",,C","  -48",",,C",,,,,,
"CA002402354","2014-05-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","   36",",,C","   35",",,C","  -11",",,C",,,,,,
"CA002402354","2014-05-31","68.7833","-81.25","9.0","HALL BEACH, NU CA","   31",",,C","   19",",,C","   -8",",,C",,,,,,
"CA002402354","2014-06-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","   43",",,C","    1",",,C","  -84",",,C",,,,,,
"CA002402354","2014-06-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  -33",",,C","  -87",",,C",,,,,,
"CA002402354","2014-06-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   -2",",,C","  -46",",,C",,,,,,
"CA002402354","2014-06-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   -2",",,C","  -31",",,C",,,,,,
"CA002402354","2014-06-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","   33",",,C","    6",",,C","  -13",",,C",,,,,,
"CA002402354","2014-06-06","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   19",",,C","  -29",",,C",,,,,,
"CA002402354","2014-06-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","    9",",,C","  -10",",,C",,,,,,
"CA002402354","2014-06-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","   31",",,C","    4",",,C","   -6",",,C",,,,,,
"CA002402354","2014-06-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","   13",",,C","   10",",,C","  -21",",,C",,,,,,
"CA002402354","2014-06-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   15",",,C","  -36",",,C",,,,,,
"CA002402354","2014-06-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   15",",,C","   -2",",,C",,,,,,
"CA002402354","2014-06-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   16",",,C","   -5",",,C",,,,,,
"CA002402354","2014-06-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","   59",",,C","    6",",,C","  -12",",,C",,,,,,
"CA002402354","2014-06-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   21",",,C","   -8",",,C",,,,,,
"CA002402354","2014-06-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   29",",,C","  -14",",,C",,,,,,
"CA002402354","2014-06-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   20",",,C","  -24",",,C",,,,,,
"CA002402354","2014-06-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   27",",,C","   -8",",,C",,,,,,
"CA002402354","2014-06-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","   10",",,C","   42",",,C","  -13",",,C",,,,,,
"CA002402354","2014-06-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","   43",",,C","    5",",,C",,,,,,
"CA002402354","2014-06-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","   23",",,C","   46",",,C","   -1",",,C",,,,,,
"CA002402354","2014-06-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    8",",,C","   57",",,C","    5",",,C",,,,,,
"CA002402354","2014-06-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   61",",,C","   10",",,C",,,,,,
"CA002402354","2014-06-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   63",",,C","    6",",,C",,,,,,
"CA002402354","2014-06-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   59",",,C","   12",",,C",,,,,,
"CA002402354","2014-06-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   70",",,C","   11",",,C",,,,,,
"CA002402354","2014-06-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","   18",",,C","   42",",,C","    5",",,C",,,,,,
"CA002402354","2014-06-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","   33",",,C","   71",",,C","    3",",,C",,,,,,
"CA002402354","2014-06-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   93",",,C","   20",",,C",,,,,,
"CA002402354","2014-06-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   73",",,C","   22",",,C",,,,,,
"CA002402354","2014-06-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   95",",,C","   25",",,C",,,,,,
"CA002402354","2014-07-01","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   70",",,C","   31",",,C",,,,,,
"CA002402354","2014-07-02","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   70",",,C","   24",",,C",,,,,,
"CA002402354","2014-07-03","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   98",",,C","   28",",,C",,,,,,
"CA002402354","2014-07-04","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   97",",,C","   42",",,C",,,,,,
"CA002402354","2014-07-05","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  129",",,C","   38",",,C",,,,,,
"CA002402354","2014-07-07","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   61",",,C","   18",",,C",,,,,,
"CA002402354","2014-07-08","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  103",",,C","   33",",,C",,,,,,
"CA002402354","2014-07-09","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  125",",,C","   34",",,C",,,,,,
"CA002402354","2014-07-10","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  102",",,C","   36",",,C",,,,,,
"CA002402354","2014-07-11","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","   89",",,C","   40",",,C",,,,,,
"CA002402354","2014-07-12","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  119",",,C","   43",",,C",,,,,,
"CA002402354","2014-07-13","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  149",",,C","   86",",,C",,,,,,
"CA002402354","2014-07-14","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  164",",,C","   85",",,C",,,,,,
"CA002402354","2014-07-15","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","  129",",,C","   51",",,C",,,,,,
"CA002402354","2014-07-16","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  123",",,C","   36",",,C",,,,,,
"CA002402354","2014-07-17","68.7833","-81.25","9.0","HALL BEACH, NU CA","   18",",,C","   43",",,C","   21",",,C",,,,,,
"CA002402354","2014-07-18","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","  131",",,C","   22",",,C",,,,,,
"CA002402354","2014-07-19","68.7833","-81.25","9.0","HALL BEACH, NU CA","    8",",,C","   55",",,C","   28",",,C",,,,,,
"CA002402354","2014-07-20","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  121",",,C","   37",",,C",,,,,,
"CA002402354","2014-07-21","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  121",",,C","   47",",,C",,,,,,
"CA002402354","2014-07-22","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  132",",,C","   40",",,C",,,,,,
"CA002402354","2014-07-23","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  136",",,C","   63",",,C",,,,,,
"CA002402354","2014-07-24","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  120",",,C","   64",",,C",,,,,,
"CA002402354","2014-07-25","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  159",",,C","   65",",,C",,,,,,
"CA002402354","2014-07-26","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  151",",,C","   60",",,C",,,,,,
"CA002402354","2014-07-27","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  155",",,C","   59",",,C",,,,,,
"CA002402354","2014-07-28","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  155",",,C","   43",",,C",,,,,,
"CA002402354","2014-07-29","68.7833","-81.25","9.0","HALL BEACH, NU CA","   13",",,C","   65",",,C","   30",",,C",,,,,,
"CA002402354","2014-07-30","68.7833","-81.25","9.0","HALL BEACH, NU CA","    3",",,C","  142",",,C","   30",",,C",,,,,,
"CA002402354","2014-07-31","68.7833","-81.25","9.0","HALL BEACH, NU CA","    0",",,C","  113",",,C","   41",",,C",,,,,,
